#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:30:15
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10323

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table3:
#Name: VII/235/table3
#Title:	Active galaxies (fainter than -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    4467	181.05	-44.12	050.4292	 +1.1503	*	SDSS J03217+0109 	03 21 43.0	+01 09 01	O	      	   2	     	    	 	 0.230	S1  	 	20.44	     	     	-20.3	    	    	   2
    4468	190.16	-48.95	050.4296	 -6.7547	*	SDSS J03217-0645 	03 21 43.1	-06 45 17	O	      	   1	     	    	 	 0.365	S1  	 	20.26	     	     	-21.6	    	    	   1
    4469	182.39	-44.92	050.4338	 -0.1006	*	SDSS J03217-0006 	03 21 44.1	-00 06 02	O	      	   2	     	    	 	 0.175	S1  	 	19.06	     	     	-21.1	    	    	   2
    4470	182.20	-44.77	050.4667	 +0.0964	*	SDSS J03218+0005 	03 21 52.0	+00 05 47	O	      	   1	     	    	 	 0.305	S1  	 	19.85	     	     	-21.6	    	    	   1
    4471	182.14	-44.70	050.4938	 +0.1808	*	SDSS J03219+0010 	03 21 58.5	+00 10 51	O	      	   2	     	    	 	 0.164	S1  	 	20.21	     	     	-19.8	    	    	   2
    4472	181.19	-44.07	050.5346	 +1.1064	*	SDSS J03221+0106 	03 22 08.3	+01 06 23	O	      	   2	     	    	 	 0.211	S1  	 	20.41	     	     	-20.2	    	    	   2
    4473	181.38	-44.16	050.5533	 +0.9400	*	SDSS J03222+0056 	03 22 12.8	+00 56 24	O	      	   2	     	    	 	 0.034	S1  	 	19.38	     	     	-17.2	    	    	   2
    4474	181.41	-44.17	050.5579	 +0.9206	*	KUV 03197+0045   	03 22 13.9	+00 55 14	O	      	    	     	    	 	 0.181	    	O	17.90	     	     	-22.3	1107	    	 503
    4475	191.70	-49.44	050.5817	 -7.8700	*	SDSS J03223-0752 	03 22 19.6	-07 52 12	O	      	   1	     	    	 	 0.284	S1  	 	20.00	     	     	-21.3	    	    	   1
    4476	181.38	-44.11	050.5900	 +0.9772	*	SDSS J03223+0058 	03 22 21.6	+00 58 38	O	      	   2	     	    	 	 0.115	S1  	 	19.50	     	     	-19.7	    	    	   2
    4477	192.17	-49.61	050.6063	 -8.2153	*	SDSS J03224-0812 	03 22 25.5	-08 12 55	O	      	   1	     	    	 	 0.126	S1  	 	17.99	     	     	-21.4	    	    	   1
    4478	181.48	-44.14	050.6133	 +0.9011	*	SDSS J03224+0054 	03 22 27.2	+00 54 04	O	      	   1	     	    	 	 0.164	S1  	 	19.94	     	     	-20.1	    	    	   1
    4479	182.08	-44.47	050.6421	 +0.3639	*	SDSS J03225+0021 	03 22 34.1	+00 21 50	O	      	   1	     	    	 	 0.348	S1  	 	19.38	     	     	-22.3	    	    	   1
    4480	183.50	-45.24	050.6867	 -0.9072	*	SDSS J03227-0054 	03 22 44.8	-00 54 26	O	      	   2	     	    	 	 0.068	S1  	 	18.95	     	     	-19.1	    	    	   2
    4481	189.42	-48.29	050.6996	 -5.9783	*	SDSS J03227-0558 	03 22 47.9	-05 58 42	O	      	   2	     	    	 	 0.212	S1  	 	20.16	     	     	-20.4	    	    	   2
    4482	191.12	-49.04	050.7121	 -7.3272	*	SDSS J03228-0719 	03 22 50.9	-07 19 38	O	      	   2	     	    	 	 0.085	S1  	 	18.43	     	     	-20.1	    	    	   2
    4483	182.13	-44.37	050.7392	 +0.3933	*	SDSS J03229+0023 	03 22 57.4	+00 23 36	O	      	   2	     	    	 	 0.147	S1  	 	19.73	     	     	-20.0	    	    	   2
    4484	181.64	-44.02	050.7804	 +0.8919	*	SDSS J03231+0053 	03 23 07.3	+00 53 31	O	      	   2	     	    	 	 0.227	S1  	 	20.60	     	     	-20.1	    	    	   2
    4485	181.61	-43.99	050.7929	 +0.9269	*	SDSS J03231+0055 	03 23 10.3	+00 55 37	O	      	   2	     	    	 	 0.149	S1  	 	20.19	     	     	-19.6	    	    	   2
    4486	182.42	-44.45	050.8092	 +0.1872	*	SDSS J03232+0011 	03 23 14.2	+00 11 14	O	      	   2	     	    	 	 0.130	S1  	 	20.36	     	     	-19.1	    	    	   2
    4487	260.94	-53.36	050.8137	-49.5186	*	RXS J03232-4931  	03 23 15.3	-49 31 07	O	      	    	     	    	 	 0.071	S1n 	 	16.50	     	     	-21.7	    	    	 802
    4488	182.53	-44.51	050.8150	 +0.0906	*	SDSS J03232+0005 	03 23 15.6	+00 05 26	O	      	   2	     	    	 	 0.036	S1  	 	19.18	     	     	-17.5	    	    	   2
    4489	189.83	-48.31	050.8371	 -6.2131	*	SDSS J03233-0612 	03 23 20.9	-06 12 47	O	      	   2	     	    	 	 0.265	S1  	 	20.47	     	     	-20.6	    	    	   2
    4490	182.96	-44.67	050.8887	 -0.2472	*	SDSS J03235-0014 	03 23 33.3	-00 14 50	O	      	   2	     	    	 	 0.052	S1  	 	19.79	     	     	-17.7	    	    	   2
    4491	183.30	-44.86	050.8946	 -0.5617	*	SDSS J03235-0033 	03 23 34.7	-00 33 42	O	      	   2	     	    	 	 0.036	S1  	 	18.36	     	     	-18.3	    	    	   2
    4492	191.85	-49.13	050.8971	 -7.7808	*	SDSS J03235-0746 	03 23 35.3	-07 46 51	O	      	   1	     	    	 	 0.716	S1  	 	21.53	     	     	-21.8	    	    	   1
    4493	182.06	-44.11	050.9067	 +0.5986	*	SDSSp J03236+0035	03 23 37.6	+00 35 55	O	      	1802	     	    	 	 0.215	S1n 	 	17.98	     	     	-22.6	    	    	2241
    4494	189.86	-48.24	050.9071	 -6.1911	*	SDSS J03236-0611 	03 23 37.7	-06 11 28	O	      	   1	     	    	 	 0.413	S1  	 	19.75	     	     	-22.3	    	    	   1
    4495	182.02	-44.08	050.9108	 +0.6456	*	SDSS J03236+0038 	03 23 38.6	+00 38 44	O	      	   1	     	    	 	 0.132	S1  	 	19.06	     	     	-20.5	    	    	   1
    4496	182.17	-44.10	050.9625	 +0.5453	*	SDSS J03238+0032 	03 23 51.0	+00 32 43	O	      	   2	     	    	 	 0.128	S1  	 	20.03	     	     	-19.4	    	    	   2
    4497	189.67	-48.09	050.9637	 -5.9983	*	SDSS J03238-0559 	03 23 51.3	-05 59 54	O	      	   1	     	    	 	 0.265	S1  	 	20.25	     	     	-20.8	    	    	   1
    4498	182.24	-44.14	050.9704	 +0.4856	*	SDSS J03238+0029 	03 23 52.9	+00 29 08	O	      	   2	     	    	 	 0.153	S1  	 	20.11	     	     	-19.8	    	    	   2
    4499	183.28	-44.73	050.9875	 -0.4614	*	SDSS J03239-0027 	03 23 57.0	-00 27 41	O	      	   2	     	    	 	 0.067	S1  	 	19.26	     	     	-18.8	    	    	   2
    4500	189.37	-47.89	051.0108	 -5.7183	*	SDSS J03240-0543 	03 24 02.6	-05 43 06	O	      	   1	     	    	 	 0.252	S1  	 	20.20	     	     	-20.8	    	    	   1
    4501	184.09	-45.15	051.0271	 -1.1722	*	SDSS J03241-0110 	03 24 06.5	-01 10 20	O	      	   2	     	    	 	 0.234	S1  	 	20.40	     	     	-20.4	    	    	   2
    4502	192.30	-49.16	051.0350	 -8.0406	*	SDSS J03241-0802 	03 24 08.4	-08 02 26	O	      	   1	     	    	 	 0.233	S1  	 	20.29	     	     	-20.5	    	    	   1
    4503	272.60	-49.32	051.0508	-57.8372	*	IRAS 03230-5800  	03 24 12.2	-57 50 14	 	      	    	     	1678	 	 0.044	S2  	 	15.30	     	     	-21.8	 514	    	 515
    4504	189.85	-48.02	051.0850	 -6.0658	*	SDSS J03243-0603 	03 24 20.4	-06 03 57	O	      	   1	     	    	 	 0.605	S1  	 	20.14	     	     	-22.8	    	    	   1
    4505	191.36	-48.70	051.0858	 -7.2714	*	SDSS J03243-0716 	03 24 20.6	-07 16 17	O	      	   2	     	    	 	 0.218	S1  	 	19.85	     	     	-20.8	    	    	   2
    4506	190.41	-48.27	051.0938	 -6.5125	*	SDSS J03243-0630 	03 24 22.5	-06 30 45	O	      	   2	     	    	 	 0.191	S1  	 	19.65	     	     	-20.7	    	    	   2
    4507	183.73	-44.82	051.1200	 -0.7706	*	SDSS J03244-0046 	03 24 28.8	-00 46 14	O	      	   1	     	    	 	 0.213	S1  	 	19.51	     	     	-21.1	    	    	   1
    4508	181.94	-43.74	051.1317	 +0.9031	*	SDSS J03245+0054 	03 24 31.6	+00 54 11	O	      	   2	     	    	 	 0.150	S1  	 	20.49	     	     	-19.3	    	    	   2
    4509	190.97	-48.45	051.1488	 -6.9228	*	SDSS J03245-0655 	03 24 35.7	-06 55 22	O	      	   1	     	    	 	 0.158	S1  	 	19.86	     	     	-20.1	    	    	   1
    4510	183.68	-44.73	051.1700	 -0.6811	*	SDSS J03246-0040 	03 24 40.8	-00 40 52	O	      	   2	     	    	 	 0.039	S1  	 	18.17	     	     	-18.7	    	    	   2
    4511	155.73	-18.76	051.1717	+34.1792	 	B2 0321+33       	03 24 41.2	+34 10 45	R	 0.368	 776	     	    	 	 0.062	S1.2	 	15.72	     	     	-22.2	1638	    	1638
    4512	184.19	-44.98	051.1996	 -1.1269	*	SDSS J03247-0107 	03 24 47.9	-01 07 37	O	      	   2	     	    	 	 0.068	S1  	 	18.70	     	     	-19.4	    	    	   2
    4513	186.36	-46.16	051.2029	 -3.0422	 	MARK  607        	03 24 48.7	-03 02 32	O	 0.004	1691	     	1678	 	 0.009	S2  	 	14.00	     	     	-19.7	1050	    	 523
    4514	276.17	-47.64	051.2208	-60.7381	*	ESO 116-G18      	03 24 53.0	-60 44 17	 	      	    	     	1678	 	 0.018	S2  	 	12.70	     	     	-22.5	 514	    	 515
    4515	248.31	-55.47	051.2429	-41.8928	*	ESO 301-G13      	03 24 58.3	-41 53 34	O	      	    	     	    	 	 0.064	S1.5	 	15.50	 0.68	-0.91	-21.8	    	    	 802
    4516	248.33	-55.45	051.2587	-41.9053	*	CTS B23.01       	03 25 02.1	-41 54 19	O	      	    	     	    	 	 0.058	S1.5	 	15.43	 0.68	-0.91	-21.6	1327	 833	1325
    4517	260.64	-53.12	051.2608	-49.4514	 	RXS J03250-4926  	03 25 02.6	-49 27 05	 	 0.066	 777	     	    	 	 0.259	    	 	19.20	     	     	-21.8	    	    	1549
    4518	183.25	-44.36	051.2621	 -0.2086	*	SDSS J03250-0012 	03 25 02.9	-00 12 31	O	      	   2	     	    	 	 0.140	S1  	 	20.16	     	     	-19.5	    	    	   2
    4519	191.93	-48.73	051.2658	 -7.6061	*	SDSS J03250-0736 	03 25 03.8	-07 36 22	O	      	   2	     	    	 	 0.099	S1  	 	19.72	     	     	-19.2	    	    	   2
    4520	198.21	-51.12	051.2704	-12.3019	*	MCG -02.09.040   	03 25 04.9	-12 18 07	O	      	    	     	    	 	 0.015	S2  	 	14.15	 0.96	 0.29	-19.7	    	2282	2282
    4521	190.75	-48.19	051.2871	 -6.6497	*	SDSS J03251-0639 	03 25 08.9	-06 38 59	O	      	   1	     	    	 	 0.164	S1  	 	19.81	     	     	-20.2	    	    	   1
    4522	182.14	-43.65	051.3000	 +0.8542	*	SDSS J03252+0051 	03 25 12.0	+00 51 15	O	      	   2	     	    	 	 0.116	S1  	 	19.52	     	     	-19.7	    	    	   2
    4523	183.19	-44.25	051.3125	 -0.1111	*	SDSS J03252-0006 	03 25 15.0	-00 06 40	O	      	   2	     	    	 	 0.189	S1  	 	20.12	     	     	-20.2	    	    	   2
    4524	182.46	-43.82	051.3150	 +0.5689	*	SDSS J03252+0034 	03 25 15.6	+00 34 08	O	      	   1	     	    	 	 0.102	S1  	 	19.90	     	     	-19.1	    	    	   1
    4525	151.92	-13.35	051.3233	+40.7000	*	UGC  2724        	03 25 17.6	+40 42 00	 	      	    	     	    	 	 0.048	S2  	 	15.20	     	     	-22.1	    	    	1422
    4526	190.13	-47.86	051.3271	 -6.1275	*	SDSS J03253-0607 	03 25 18.5	-06 07 39	O	      	   2	     	    	 	 0.570	S1  	 	21.39	     	     	-21.4	    	    	   2
    4527	192.30	-48.80	051.3421	 -7.8428	*	SDSS J03253-0750 	03 25 22.1	-07 50 34	O	      	   2	     	    	 	 0.193	S1  	 	20.39	     	     	-20.0	    	    	   2
    4528	190.18	-47.85	051.3558	 -6.1442	 	MARK  609        	03 25 25.4	-06 08 39	O	 0.005	2067	     	    	 	 0.032	S1.8	 	14.12	 0.60	-0.29	-21.7	1050	2113	1686
    4529	183.36	-44.27	051.3808	 -0.2119	*	SDSS J03255-0012 	03 25 31.4	-00 12 43	O	      	   2	     	    	 	 0.190	S1  	 	20.17	     	     	-20.2	    	    	   2
    4530	183.46	-44.26	051.4350	 -0.2633	*	SDSS J03257-0015 	03 25 44.4	-00 15 48	O	      	   2	     	    	 	 0.134	S1  	 	19.91	     	     	-19.7	    	    	   2
    4531	181.96	-43.33	051.4529	 +1.1631	*	SDSS J03258+0109 	03 25 48.7	+01 09 47	O	      	   2	     	    	 	 0.101	S1  	 	20.13	     	     	-18.8	    	    	   2
    4532	181.94	-43.22	051.5279	 +1.2417	*	SDSSp J03261+0114	03 26 06.7	+01 14 30	O	      	    	     	    	 	 0.127	S1n 	R	17.19	     	     	-21.7	    	    	2241
    4533	184.43	-44.69	051.5325	 -1.0747	*	SDSS J03261-0104 	03 26 07.8	-01 04 29	O	      	   1	     	    	 	 0.167	S1  	 	19.88	     	     	-20.2	    	    	   1
    4534	182.79	-43.71	051.5538	 +0.4553	*	SDSS J03262+0027 	03 26 12.9	+00 27 19	O	      	   2	     	    	 	 0.149	S1  	 	19.75	     	     	-20.1	    	    	   2
    4535	190.89	-47.93	051.5571	 -6.5867	*	SDSS J03262-0635 	03 26 13.7	-06 35 12	O	      	   2	     	    	 	 0.162	S1  	 	19.69	     	     	-20.3	    	    	   2
    4536	183.71	-44.21	051.5804	 -0.3753	*	SDSS J03263-0022 	03 26 19.3	-00 22 31	O	      	   2	     	    	 	 0.142	S1  	 	20.15	     	     	-19.6	    	    	   2
    4537	190.70	-47.80	051.5925	 -6.4069	*	SDSS J03263-0624 	03 26 22.2	-06 24 25	O	      	   1	     	    	 	 0.456	S1  	 	19.63	     	     	-22.7	    	    	   1
    4538	183.84	-44.24	051.6192	 -0.4611	*	SDSSp J03264-0027	03 26 28.6	-00 27 40	O	      	1802	     	    	 	 0.446	    	 	19.37	     	     	-22.9	    	    	1802
    4539	192.67	-48.62	051.6229	 -7.9544	*	SDSS J03264-0757 	03 26 29.5	-07 57 16	O	      	   2	     	    	 	 0.246	S1  	 	19.97	     	     	-21.0	    	    	   2
    4540	183.39	-43.97	051.6288	 -0.0411	*	SDSS J03265-0002 	03 26 30.9	-00 02 28	O	      	   2	     	    	 	 0.152	S1  	 	19.89	     	     	-20.0	    	    	   2
    4541	180.72	-42.32	051.6292	 +2.5067	*	Q 0323+0219      	03 26 31.0	+02 30 24	 	      	    	     	    	 	 0.276	    	R	19.49	     	     	-21.1	1795	    	1795
    4542	182.52	-43.42	051.6479	 +0.7911	*	SDSS J03265+0047 	03 26 35.5	+00 47 28	O	      	   2	     	    	 	 0.097	S1  	 	19.49	     	     	-19.4	    	    	   2
    4543	183.80	-44.15	051.6667	 -0.3875	*	SDSS J03266-0023 	03 26 40.0	-00 23 15	O	      	   2	     	    	 	 0.244	S1  	 	20.45	     	     	-20.5	    	    	   2
    4544	182.16	-43.13	051.7025	 +1.1828	*	SDSS J03268+0110 	03 26 48.6	+01 10 58	O	      	   2	     	    	 	 0.049	S1  	 	19.13	     	     	-18.2	    	    	   2
    4545	190.89	-47.74	051.7121	 -6.4811	*	SDSS J03268-0628 	03 26 50.9	-06 28 52	O	      	   1	     	    	 	 0.100	S1  	 	18.79	     	     	-20.1	    	    	   1
    4546	183.78	-44.02	051.7671	 -0.2897	*	SDSS J03270-0017 	03 27 04.1	-00 17 23	O	      	   2	     	    	 	 0.146	S1  	 	20.01	     	     	-19.8	    	    	   2
    4547	192.78	-48.49	051.7808	 -7.9442	*	SDSS J03271-0756 	03 27 07.4	-07 56 39	O	      	   2	     	    	 	 0.154	S1  	 	19.76	     	     	-20.1	    	    	   2
    4548	190.34	-47.40	051.7900	 -5.9808	*	SDSS J03271-0558 	03 27 09.6	-05 58 51	O	      	   2	     	    	 	 0.431	S1  	 	21.41	     	     	-20.7	    	    	   2
    4549	183.61	-43.88	051.7938	 -0.1086	*	SDSS J03271-0006 	03 27 10.5	-00 06 31	O	      	   1	     	    	 	 0.221	S1  	 	19.65	     	     	-21.0	    	    	   1
    4550	182.22	-43.03	051.8054	 +1.2083	*	SDSS J03272+0112 	03 27 13.3	+01 12 30	O	      	   2	     	    	 	 0.138	S1  	 	20.20	     	     	-19.4	    	    	   2
    4551	182.24	-43.03	051.8217	 +1.1981	*	SDSS J03272+0111 	03 27 17.2	+01 11 53	O	      	   2	     	    	 	 0.099	S1  	 	20.31	     	     	-18.6	    	    	   2
    4552	184.03	-44.08	051.8271	 -0.4750	*	SDSS J03273-0028 	03 27 18.5	-00 28 30	O	      	   2	     	    	 	 0.134	S1  	 	19.43	     	     	-20.1	    	    	   2
    4553	183.70	-43.87	051.8417	 -0.1589	*	SDSS J03273-0009 	03 27 22.0	-00 09 32	O	      	   2	     	    	 	 0.181	S1  	 	19.99	     	     	-20.3	    	    	   2
    4554	180.87	-42.13	051.8438	 +2.5478	*	Q 0324+0222      	03 27 22.5	+02 32 52	 	      	    	     	    	 	 0.031	    	R	18.10	     	     	-17.7	1795	    	1795
    4555	182.75	-43.30	051.8462	 +0.7392	*	SDSS J03273+0044 	03 27 23.1	+00 44 21	O	      	   1	     	    	 	 0.138	S1  	 	19.16	     	     	-20.5	    	    	   1
    4556	182.69	-43.26	051.8508	 +0.8008	*	SDSS J03274+0048 	03 27 24.2	+00 48 03	O	      	   2	     	    	 	 0.138	S1  	 	19.64	     	     	-20.0	    	    	   2
    4557	191.17	-47.70	051.8550	 -6.6144	*	SDSS J03274-0636 	03 27 25.2	-06 36 52	O	      	   1	     	    	 	 0.106	S1  	 	18.82	     	     	-20.2	    	    	   1
    4558	184.17	-44.13	051.8575	 -0.5800	*	SDSS J03274-0034 	03 27 25.8	-00 34 48	O	      	   2	     	    	 	 0.036	S1  	 	19.77	     	     	-16.9	    	    	   2
    4559	184.65	-44.37	051.8746	 -0.9994	*	SDSS J03274-0059 	03 27 29.9	-00 59 58	O	      	   1	     	    	 	 0.134	S1  	 	19.04	     	     	-20.5	    	    	   1
    4560	181.91	-42.73	051.8896	 +1.5744	*	Q 0324+0124      	03 27 33.5	+01 34 28	 	      	    	     	    	 	 0.163	    	R	20.96	     	     	-18.5	1795	    	1795
    4561	180.54	-41.85	051.8950	 +2.9139	*	RX J03275+0254   	03 27 34.8	+02 54 50	O	      	    	     	    	 	 0.712	    	R	21.00	     	     	-21.8	1320	    	1320
    4562	183.24	-43.51	051.9162	 +0.3319	*	SDSS J03276+0019 	03 27 39.9	+00 19 55	O	      	   2	     	    	 	 0.024	S1  	 	19.07	     	     	-16.7	    	    	   2
    4563	192.65	-48.26	051.9237	 -7.7531	*	SDSS J03276-0745 	03 27 41.7	-07 45 11	O	      	   2	     	    	 	 0.067	S1  	 	19.31	     	     	-18.7	    	    	   2
    4564	182.99	-43.34	051.9296	 +0.5803	*	SDSS J03277+0034 	03 27 43.1	+00 34 49	O	      	   1	     	    	 	 0.388	S1  	 	19.75	     	     	-22.2	    	    	   1
    4565	184.90	-44.44	051.9329	 -1.1858	*	SDSS J03277-0111 	03 27 43.9	-01 11 09	O	      	   1	     	    	 	 0.214	S1  	 	19.68	     	     	-20.9	    	    	   1
    4566	181.04	-42.10	051.9517	 +2.4736	*	KUG 0325+023A    	03 27 48.4	+02 28 25	O	      	    	     	    	 	 0.029	    	R	17.66	     	     	-18.0	1997	    	1795
    4567	183.97	-43.88	051.9554	 -0.3122	*	SDSS J03278-0018 	03 27 49.3	-00 18 44	O	      	   2	     	    	 	 0.281	S1  	 	20.32	     	     	-20.9	    	    	   2
    4568	182.55	-43.03	051.9588	 +1.0264	*	SDSS J03278+0101 	03 27 50.1	+01 01 35	O	      	   2	     	    	 	 0.109	S1  	 	19.35	     	     	-19.8	    	    	   2
    4569	180.97	-42.02	051.9754	 +2.5614	 	PKS 0325+02      	03 27 54.1	+02 33 41	O	 1.594	 778	     	    	 	 0.034	S   	R	15.50	     	     	-20.5	1320	    	1320
    4570	184.17	-43.96	051.9846	 -0.4714	*	SDSS J03279-0028 	03 27 56.3	-00 28 17	O	      	   2	     	    	 	 0.162	S1  	 	19.08	     	     	-20.9	    	    	   2
    4571	183.30	-43.43	052.0071	 +0.3497	*	SDSS J03280+0021 	03 28 01.7	+00 20 59	O	      	   1	     	    	 	 0.322	S1  	 	20.04	     	     	-21.5	    	    	   1
    4572	182.50	-42.93	052.0183	 +1.1194	*	SDSS J03280+0107 	03 28 04.4	+01 07 10	O	      	   2	     	    	 	 0.109	S1  	 	19.41	     	     	-19.7	    	    	   2
    4573	182.51	-42.89	052.0546	 +1.1381	*	SDSS J03282+0108 	03 28 13.1	+01 08 17	O	      	   2	     	    	 	 0.208	S1  	 	20.26	     	     	-20.3	    	    	   2
    4574	182.39	-42.80	052.0638	 +1.2606	*	SDSS J03282+0115 	03 28 15.3	+01 15 38	O	      	   2	     	    	 	 0.186	S1  	 	20.54	     	     	-19.8	    	    	   2
    4575	222.23	-55.26	052.0704	-27.1708	*	RX J03282-2710   	03 28 16.9	-27 10 15	 	      	    	     	    	 	 0.214	S1  	 	19.50	     	     	-21.1	    	    	 113
    4576	191.50	-47.56	052.0942	 -6.7264	*	SDSS J03283-0643 	03 28 22.6	-06 43 35	O	      	   1	     	    	 	 0.381	S1  	 	19.54	     	     	-22.4	    	    	   1
    4577	183.90	-43.66	052.0958	 -0.1328	*	SDSS J03283-0007 	03 28 23.0	-00 07 58	O	      	   1	     	    	 	 0.205	S1  	 	19.87	     	     	-20.6	    	    	   1
    4578	184.43	-43.91	052.1417	 -0.5883	*	SDSS J03285-0035 	03 28 34.0	-00 35 18	O	      	   2	     	    	 	 0.062	S1  	 	19.12	     	     	-18.8	    	    	   2
    4579	183.87	-43.56	052.1567	 -0.0547	*	RXS J03286-0003  	03 28 37.6	-00 03 17	 	      	    	     	    	 	 0.303	S1  	 	19.78	     	     	-21.6	    	    	  55
    4580	158.04	-20.29	052.1800	+31.6533	 	87GB 03256+3128  	03 28 43.2	+31 39 12	O	 0.214	 778	     	    	 	 0.460	    	 	20.50	     	     	-21.8	    	    	 923
    4581	182.57	-42.74	052.1917	 +1.1975	*	SDSS J03287+0111 	03 28 46.0	+01 11 51	O	      	   2	     	    	 	 0.142	S1  	 	19.47	     	     	-20.2	    	    	   2
    4582	184.89	-44.08	052.2112	 -0.9533	*	SDSS J03288-0057 	03 28 50.7	-00 57 12	O	      	   2	     	    	 	 0.226	S1  	 	19.97	     	     	-20.8	    	    	   2
    4583	192.02	-47.64	052.2188	 -7.0594	*	SDSS J03288-0703 	03 28 52.5	-07 03 34	O	      	   1	     	    	 	 0.328	S1  	 	20.05	     	     	-21.5	    	    	   1
    4584	183.31	-43.15	052.2221	 +0.5175	*	SDSS J03288+0031 	03 28 53.3	+00 31 03	O	      	   2	     	    	 	 0.086	S1  	 	18.93	     	     	-19.7	    	    	   2
    4585	191.86	-47.56	052.2308	 -6.9264	*	SDSS J03289-0655 	03 28 55.4	-06 55 35	O	      	   1	     	    	 	 0.220	S1  	 	20.36	     	     	-20.3	    	    	   1
    4586	183.23	-43.09	052.2308	 +0.6047	*	SDSS J03289+0036 	03 28 55.4	+00 36 17	O	      	   1	     	    	 	 0.214	S1  	 	20.70	     	     	-19.9	    	    	   1
    4587	182.94	-42.84	052.2896	 +0.9272	*	SDSS J03291+0055 	03 29 09.5	+00 55 38	O	      	   2	     	    	 	 0.203	S1  	 	20.74	     	     	-19.8	    	    	   2
    4588	183.83	-43.36	052.2942	 +0.0928	*	SDSS J03291+0005 	03 29 10.6	+00 05 34	O	      	   1	     	    	 	 0.251	S1  	 	20.48	     	     	-20.5	    	    	   1
    4589	182.68	-42.68	052.2954	 +1.1778	*	SDSS J03291+0110 	03 29 10.9	+01 10 40	O	      	   2	     	    	 	 0.207	S1  	 	20.02	     	     	-20.5	    	    	   2
    4590	182.88	-42.77	052.3154	 +1.0075	*	SDSS J03292+0100 	03 29 15.7	+01 00 27	O	      	   2	     	    	 	 0.203	S1  	 	20.45	     	     	-20.0	    	    	   2
    4591	184.54	-43.71	052.3496	 -0.5258	*	SDSS J03293-0031 	03 29 23.9	-00 31 33	O	      	   2	     	    	 	 0.142	S1  	 	20.13	     	     	-19.6	    	    	   2
