#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-02-24T16:31:30
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml10681

#RESOURCE=7235
#Name: VII/235
#Title:	Quasars and Active Galactic Nuclei (11th Ed.) (Veron+, 2003)
#Table	VII_235_table1:
#Name: VII/235/table1
#Title:	Quasars (brighter than absolute magnitude -23)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	notRadio	(A1)	[*] '*' if not detected in radio (1)	[ucd=CODE_MISC]
#Column	Name	(A17)	Most common name of the object        (link)	[ucd=ID_IDENTIFIER]
#Column	RAJ2000	(A10)	Right Ascension J2000 (hours) (see also n_RAh)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(A9)	Declination J2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_RAh	(A1)	[AOR] Approximative/Optical/Radio position (2)	[ucd=NOTE]
#Column	F6cm	(F6.3)	? 6cm (5GHz) flux	[ucd=PHOT_FLUX_RADIO_5G]
#Column	r_F6cm	(I4)	[1,2377]? Reference of 6cm Flux        (link)	[ucd=REFER_CODE]
#Column	F11cm	(F5.2)	? 11cm (2.7GHz) flux (Jy)	[ucd=PHOT_FLUX_RADIO_2.7G]
#Column	r_F11cm	(I4)	[1,2377]? Reference of 11cm flux        (link)	[ucd=REFER_CODE]
#Column	l_z	(A1)	[>*] limit or method flag on z (4)	[ucd=CODE_LIMIT]
#Column	z	(F6.3)	? redshift	[ucd=REDSHIFT_HC]
#Column	Sp	(A4)	[S0-9?HPBLbhin. ] Spectrum classification (3)	[ucd=SPECT_TYPE_GENERAL]
#Column	n_Vmag	(A1)	[*RIO] Photographic(*), red(R), infra-red (I) or photographic O- or J- plates(O)	[ucd=NOTE]
#Column	Vmag	(F5.2)	? magnitude, V or other (see n_Vmag)	[ucd=PHOT_JHN_V]
#Column	B-V	(F5.2)	? colour index	[ucd=PHOT_JHN_B-V]
#Column	U-B	(F5.2)	? colour index	[ucd=PHOT_JHN_U-B]
#Column	Mabs	(F5.1)	? Absolute magnitude	[ucd=PHOT_ABS-MAG_BAND]
#Column	FC	(I4)	[1,2377]? Reference of the Finding Chart	[ucd=REFER_CODE]
#Column	r_Vmag	(I4)	[1,2377]? Reference of the Photometry        (link)	[ucd=REFER_CODE]
#Column	r_z	(I4)	[1,2377]? Reference of the redshift        (link)	[ucd=REFER_CODE]

recno	_Glon	_Glat	_RAJ2000	_DEJ2000	notRadio	Name	RAJ2000	DEJ2000	n_RAh	F6cm	r_F6cm	F11cm	r_F11cm	l_z	z	Sp	n_Vmag	Vmag	B-V	U-B	Mabs	FC	r_Vmag	r_z
    5456	144.52	-81.06	016.3200	-18.7783	*	UM 669           	01 05 16.8	-18 46 42	O	      	    	     	    	 	 3.037	    	 	18.30	     	     	-28.5	1228	1261	2050
    5457	242.27	-86.52	016.3212	-28.7908	*	Q 0102-290       	01 05 17.1	-28 47 27	O	      	    	     	    	 	 1.540	    	*	18.83	 0.12	-0.33	-26.3	    	2180	2180
    5458	131.03	-64.63	016.3212	 -1.9742	*	Q 0102-0214      	01 05 17.1	-01 58 27	O	      	    	     	    	 	 1.979	    	O	18.50	     	     	-27.4	    	    	 359
    5459	248.56	-86.28	016.3250	-29.2528	*	Q 0102-2931      	01 05 18.0	-29 15 10	O	      	    	     	    	*	 2.220	    	O	20.10	     	     	-26.1	    	    	 583
    5460	228.76	-86.82	016.3258	-27.9536	*	2QZ J010518-2757 	01 05 18.2	-27 57 13	O	      	    	     	    	 	 1.449	    	*	19.75	     	-0.56	-25.4	    	 489	 489
    5461	293.29	-74.51	016.3292	-42.3569	*	Q 0103-4237      	01 05 19.0	-42 21 25	 	      	    	     	    	*	 2.400	    	*	19.71	     	     	-26.9	    	    	 970
    5462	269.52	-84.63	016.3308	-31.5717	*	2QZ J010519-3134 	01 05 19.4	-31 34 18	O	      	    	     	    	 	 2.127	    	*	19.66	     	-1.12	-26.4	    	 487	 487
    5463	291.16	-76.84	016.3338	-39.9722	*	Q 0103-4014      	01 05 20.1	-39 58 20	 	      	    	     	    	*	 2.160	    	*	20.03	     	     	-26.1	    	    	 970
    5464	282.16	-81.92	016.3337	-34.6422	*	0102-349         	01 05 20.1	-34 38 32	 	      	    	     	    	*	 1.970	    	 	19.50	     	     	-26.4	1757	    	1757
    5465	255.18	-85.93	016.3346	-29.8244	*	2QZ J010520-2949 	01 05 20.3	-29 49 28	O	      	    	     	    	 	 1.782	    	*	20.49	     	-1.12	-25.1	    	 487	 487
    5466	250.52	-86.18	016.3358	-29.4167	*	CS 182           	01 05 20.6	-29 25 00	O	      	    	     	    	 	 2.820	    	*	19.34	 0.33	 0.26	-27.6	 389	2180	2180
    5467	198.87	-86.79	016.3383	-26.3042	*	CS 181           	01 05 21.2	-26 18 15	O	      	    	     	    	 	 1.227	    	O	18.30	     	     	-26.4	 389	    	1758
    5468	291.29	-76.71	016.3392	-40.1061	*	Q 0103-4022      	01 05 21.4	-40 06 22	 	      	    	     	    	*	 2.160	    	*	19.90	     	     	-26.2	    	    	 970
    5469	227.60	-86.82	016.3408	-27.8906	*	2QZ J010521-2753 	01 05 21.8	-27 53 26	O	      	    	     	    	 	 1.193	    	*	20.50	     	-0.69	-24.2	    	 489	 489
    5470	253.33	-86.03	016.3417	-29.6608	*	2QZ J010522-2939 	01 05 22.0	-29 39 39	O	      	    	     	    	 	 1.482	    	*	20.03	     	-0.44	-25.2	    	 487	 487
    5471	246.17	-86.36	016.3417	-29.0797	*	2QZ J010522-2904 	01 05 22.0	-29 04 47	O	      	    	     	    	 	 1.581	    	*	20.65	     	-1.18	-24.7	    	 487	 487
    5472	301.40	-45.14	016.3437	-71.9472	*	Q J01053-7156    	01 05 22.5	-71 56 50	O	      	    	     	    	 	 1.640	    	I	18.30	     	     	-26.1	    	    	 562
    5473	256.73	-85.82	016.3442	-29.9806	*	CT 340           	01 05 22.6	-29 58 50	O	      	    	     	    	 	 0.533	    	*	18.24	     	-0.62	-24.4	 339	 484	 484
    5474	265.89	-85.04	016.3467	-31.0461	*	2QZ J010523-3102 	01 05 23.2	-31 02 46	O	      	    	     	    	 	 2.401	    	*	20.19	     	-0.14	-26.4	    	 489	 489
    5475	128.05	-48.57	016.3471	+14.1583	*	SDSS J01053+1409 	01 05 23.3	+14 09 30	O	      	   1	     	    	 	 1.907	    	 	18.90	     	     	-26.9	    	    	   1
    5476	270.74	-84.41	016.3575	-31.8117	*	2QZ J010525-3148 	01 05 25.8	-31 48 42	O	      	    	     	    	 	 1.096	    	*	20.21	     	-0.95	-24.3	    	 487	 487
    5477	291.56	-76.37	016.3592	-40.4436	*	Q 0103-4042      	01 05 26.2	-40 26 37	 	      	    	     	    	*	 2.120	    	*	18.89	     	     	-27.2	    	    	 970
    5478	242.59	-86.47	016.3592	-28.8306	*	CS 183           	01 05 26.2	-28 49 50	 	      	    	     	    	*	 2.230	    	 	19.60	     	     	-26.6	 389	    	 389
    5479	255.45	-85.88	016.3600	-29.8686	*	Q 0103-301       	01 05 26.4	-29 52 07	O	      	    	     	    	 	 3.120	    	*	19.91	 0.46	     	-27.4	    	2180	2180
    5480	194.57	-86.69	016.3608	-26.0411	*	Q 0103-263       	01 05 26.6	-26 02 28	O	      	    	     	    	 	 3.070	    	*	20.34	-0.03	 0.71	-27.4	    	2180	2180
    5481	288.19	-79.04	016.3621	-37.6794	*	Q 0103-3756      	01 05 26.9	-37 40 46	 	      	    	     	    	*	 2.300	    	*	20.11	     	     	-26.3	    	    	 970
    5482	257.87	-85.72	016.3637	-30.1103	*	2QZ J010527-3006 	01 05 27.3	-30 06 37	O	      	    	     	    	 	 1.764	    	*	20.41	     	-0.84	-25.2	    	 489	 489
    5483	218.29	-86.87	016.3642	-27.3764	*	CS 184           	01 05 27.4	-27 22 35	O	      	    	     	    	 	 1.954	    	O	19.30	     	     	-26.6	 339	    	 489
    5484	128.02	-48.12	016.3654	+14.6169	*	SDSS J01054+1437 	01 05 27.7	+14 37 01	O	      	   1	     	    	 	 1.939	    	 	19.67	     	     	-26.2	    	    	   1
    5485	291.37	-76.53	016.3679	-40.2772	*	Q 0103-4032      	01 05 28.3	-40 16 38	O	      	    	     	    	*	 2.180	    	O	19.10	     	     	-27.1	    	    	 583
    5486	291.64	-76.21	016.3821	-40.6058	*	Q 0103-4052      	01 05 31.7	-40 36 21	O	      	    	     	    	*	 2.120	    	O	19.40	     	     	-26.7	    	    	 583
    5487	289.64	-77.98	016.3821	-38.7825	*	Q 0103-3903      	01 05 31.7	-38 46 57	 	      	    	     	    	*	 2.370	    	*	19.66	     	     	-26.9	    	    	 970
    5488	264.38	-85.15	016.3821	-30.8800	*	2QZ J010531-3052 	01 05 31.7	-30 52 48	O	      	    	     	    	 	 0.781	    	*	19.17	     	-0.84	-24.4	    	 489	 489
    5489	128.13	-48.80	016.3829	+13.9303	*	SDSS J01055+1355 	01 05 31.9	+13 55 49	O	      	   1	     	    	 	 1.791	    	 	19.33	     	     	-26.3	    	    	   1
    5490	208.84	-86.85	016.3837	-26.8594	*	CS 186           	01 05 32.1	-26 51 34	O	      	    	     	    	*	 2.180	    	O	19.20	     	     	-27.0	 389	    	 389
    5491	134.47	-72.37	016.3850	 -9.8183	*	SDSS J01055-0949 	01 05 32.4	-09 49 06	O	      	   1	     	    	 	 1.714	    	 	19.65	     	     	-25.8	    	    	   1
    5492	292.11	-75.71	016.3879	-41.1197	*	Q 0103-4123      	01 05 33.1	-41 07 11	 	      	    	     	    	*	 2.180	    	*	19.50	     	     	-26.7	    	    	 970
    5493	246.78	-86.28	016.3946	-29.1547	*	SGP I            	01 05 34.7	-29 09 17	O	      	    	     	    	 	 2.201	    	O	20.40	     	     	-25.7	2040	    	 489
    5494	222.58	-86.82	016.3946	-27.6164	*	CT 344           	01 05 34.7	-27 36 59	O	      	1961	     	    	 	 0.848	    	O	19.40	     	     	-24.5	 339	    	1022
    5495	263.38	-85.22	016.3962	-30.7656	*	2QZ J010535-3045 	01 05 35.1	-30 45 56	O	      	    	     	    	 	 1.796	    	*	20.66	     	-0.62	-25.0	    	 489	 489
    5496	291.22	-76.58	016.3979	-40.2247	*	Q 0103-4029      	01 05 35.5	-40 13 29	 	      	    	     	    	*	 1.980	    	*	17.21	     	     	-28.7	    	    	 970
    5497	127.99	-47.52	016.3996	+15.2169	*	SDSS J01055+1513 	01 05 35.9	+15 13 01	O	      	   1	     	    	 	 1.025	    	 	19.32	     	     	-25.0	    	    	   1
    5498	290.20	-77.47	016.4004	-39.3042	*	Q 0103-3934      	01 05 36.1	-39 18 15	O	      	1374	     	    	 	 2.360	    	R	18.50	     	     	-27.5	1143	    	1481
    5499	288.42	-78.79	016.4029	-37.9394	*	Q 0103-3812      	01 05 36.7	-37 56 22	O	      	    	     	    	*	 1.770	    	O	18.40	     	     	-27.2	    	    	 583
    5500	290.28	-77.40	016.4050	-39.3825	*	Q 0103-3939      	01 05 37.2	-39 22 57	 	      	    	     	    	*	 1.900	    	*	20.01	     	     	-25.8	    	    	 970
    5501	292.21	-75.53	016.4067	-41.2992	*	Q 0103-4134      	01 05 37.6	-41 17 57	O	      	    	     	    	 	 0.778	    	*	17.92	 0.20	-0.29	-25.4	    	 484	 484
    5502	130.00	-59.83	016.4075	 +2.8497	*	Q 0103+0234      	01 05 37.8	+02 50 59	O	      	    	     	    	 	 1.700	    	O	17.60	     	     	-27.9	    	    	 359
    5503	247.07	-86.26	016.4096	-29.1850	 	SGP J            	01 05 38.3	-29 11 06	O	 0.170	 389	     	    	 	 2.201	    	O	19.90	     	     	-26.2	2040	    	 489
    5504	272.04	-84.14	016.4100	-32.1156	*	2QZ J010538-3206 	01 05 38.4	-32 06 56	O	      	    	     	    	 	 0.751	    	 	19.00	     	     	-24.4	1757	    	 489
    5505	131.09	-64.06	016.4179	 -1.4158	*	Q 0103-0141      	01 05 40.3	-01 24 57	O	      	    	     	    	 	 2.206	    	O	19.30	     	     	-26.8	    	    	 359
    5506	291.20	-76.53	016.4196	-40.2764	*	Q 0103-4032      	01 05 40.7	-40 16 35	 	      	    	     	    	*	 2.300	    	*	20.02	     	     	-26.4	    	    	 970
    5507	130.85	-63.21	016.4196	 -0.5539	 	SDSS J01056-0033 	01 05 40.7	-00 33 14	O	      	   1	     	    	 	 1.180	    	 	19.47	     	     	-25.2	    	    	   1
    5508	130.56	-61.99	016.4312	 +0.6678	*	Q 0103+0024      	01 05 43.5	+00 40 04	O	      	    	     	    	 	 1.075	    	O	18.00	     	     	-26.4	    	    	 359
    5509	130.27	-60.80	016.4337	 +1.8694	*	Q J0105.7+0152   	01 05 44.1	+01 52 10	 	      	    	     	    	*	 3.200	    	 	21.40	     	     	-26.6	 472	    	 472
    5510	134.71	-72.43	016.4446	 -9.8897	*	SDSS J01057-0953 	01 05 46.7	-09 53 23	O	      	   1	     	    	 	 1.199	    	 	20.53	     	     	-24.1	    	    	   1
    5511	290.75	-76.86	016.4446	-39.9228	*	Q 0103-4011      	01 05 46.7	-39 55 22	O	      	    	     	    	*	 2.150	    	O	19.60	     	     	-26.5	    	    	 583
    5512	250.98	-86.04	016.4454	-29.5247	*	2QZ J010546-2931 	01 05 46.9	-29 31 29	O	      	    	     	    	 	 0.839	    	*	20.31	     	-0.80	-23.5	    	 487	 487
    5513	291.56	-76.09	016.4458	-40.7200	*	Q 0103-4059      	01 05 47.0	-40 43 12	 	      	    	     	    	*	 2.000	    	*	19.71	     	     	-26.2	    	    	 970
    5514	256.23	-85.73	016.4479	-30.0108	*	2QZ J010547-3000 	01 05 47.5	-30 00 39	O	      	    	     	    	 	 1.427	    	*	19.86	     	-0.45	-25.2	    	 489	 489
    5515	279.08	-82.59	016.4604	-33.8594	*	0103-341         	01 05 50.5	-33 51 34	O	      	    	     	    	 	 1.810	    	O	18.60	     	     	-27.0	1757	    	1758
    5516	230.85	-86.66	016.4671	-28.1108	*	Q 0103-2822      	01 05 52.1	-28 06 39	O	      	    	     	    	*	 1.880	    	 	19.60	     	     	-26.1	    	    	 583
    5517	135.17	-73.02	016.4683	-10.4894	*	SDSS J01058-1029 	01 05 52.4	-10 29 22	O	      	   1	     	    	 	 2.178	    	 	19.52	     	     	-26.6	    	    	   1
    5518	292.91	-74.47	016.4750	-42.3794	*	Q 0103-4238      	01 05 54.0	-42 22 46	O	      	    	     	    	*	 1.810	    	O	19.60	     	     	-26.0	    	    	 583
    5519	253.06	-85.89	016.4800	-29.7325	*	2QZ J010555-2943 	01 05 55.2	-29 43 57	O	      	    	     	    	 	 2.114	    	*	20.62	     	-0.94	-25.5	    	 489	 489
    5520	130.42	-61.00	016.4838	 +1.6583	*	PC 0103+0123     	01 05 56.1	+01 39 30	O	      	    	     	    	 	 3.066	    	R	19.70	     	     	-27.0	1795	    	1781
    5521	240.74	-86.41	016.4854	-28.7581	*	Q 0103-290       	01 05 56.5	-28 45 29	O	      	    	     	    	 	 2.870	    	*	18.24	 0.14	 0.13	-29.0	1792	2179	1416
    5522	289.92	-77.44	016.4862	-39.3161	*	Q 0103-3935      	01 05 56.7	-39 18 58	 	      	    	     	    	*	 2.020	    	*	19.98	     	     	-26.0	    	    	 970
    5523	258.89	-85.49	016.4883	-30.3214	*	2QZ J010557-3019 	01 05 57.2	-30 19 17	O	      	    	     	    	 	 2.488	    	*	20.60	     	-0.02	-26.1	    	 489	 489
    5524	289.60	-77.68	016.4917	-39.0692	*	Q 0103-3920      	01 05 58.0	-39 04 09	 	      	    	     	    	*	 2.230	    	*	19.36	     	     	-26.8	    	    	 970
    5525	290.14	-77.25	016.4917	-39.5181	*	Q 0103-3947      	01 05 58.0	-39 31 05	 	      	    	     	    	*	 2.100	    	*	19.93	     	     	-26.1	    	    	 970
    5526	291.60	-75.89	016.4937	-40.9119	*	Q 0103-4110      	01 05 58.5	-40 54 43	 	      	    	     	    	*	 1.980	    	*	20.06	     	     	-25.8	    	    	 970
    5527	196.30	-86.59	016.4954	-26.1061	*	Q 0103-2622      	01 05 58.9	-26 06 22	O	      	    	     	    	 	 0.776	    	 	16.90	     	     	-26.6	 251	    	1416
    5528	128.06	-46.89	016.4979	+15.8325	*	SDSS J01059+1549 	01 05 59.5	+15 49 57	O	      	   1	     	    	 	 0.513	    	 	18.41	     	     	-24.1	    	    	   1
    5529	269.86	-84.32	016.5012	-31.8367	*	2QZ J010600-3150 	01 06 00.3	-31 50 12	O	      	    	     	    	 	 1.503	    	*	19.18	     	-0.64	-26.0	    	 489	 489
    5530	127.02	-36.74	016.5033	+26.0172	*	PSS J0106+2601   	01 06 00.8	+26 01 02	O	      	1931	     	    	 	 4.309	    	R	19.40	     	     	-28.3	    	    	1550
    5531	134.16	-71.15	016.5058	 -8.5992	*	SDSS J01060-0835 	01 06 01.4	-08 35 57	O	      	   1	     	    	 	 1.384	    	 	19.48	     	     	-25.5	    	    	   1
    5532	127.39	-40.59	016.5100	+22.1592	*	HS 0103+2153     	01 06 02.4	+22 09 33	O	      	    	     	    	 	 1.350	    	O	17.70	     	     	-27.3	    	    	 816
    5533	245.90	-86.20	016.5117	-29.1497	*	Q 0103-294       	01 06 02.8	-29 08 59	O	      	    	     	    	 	 3.110	    	*	20.23	-0.17	     	-27.7	    	2180	 544
    5534	289.44	-77.74	016.5138	-38.9978	*	Q 0103-3915      	01 06 03.3	-38 59 52	 	      	    	     	    	*	 2.120	    	*	20.09	     	     	-26.0	    	    	 970
    5535	287.12	-79.28	016.5158	-37.3911	*	Q 0103-3739      	01 06 03.8	-37 23 28	O	      	    	     	    	*	 2.920	    	R	19.00	     	     	-27.6	    	    	 583
    5536	130.63	-61.57	016.5162	 +1.0847	*	SDSSp J01060+0105	01 06 03.9	+01 05 05	O	      	1802	     	    	 	 1.611	    	 	19.03	     	     	-26.3	    	    	1802
    5537	191.40	-86.46	016.5179	-25.7814	*	Q 0103-260       	01 06 04.3	-25 46 53	O	      	    	     	    	 	 3.360	    	*	18.82	 0.51	 1.48	-28.9	    	2180	 544
    5538	130.50	-61.00	016.5196	 +1.6522	*	Q 0103+0123      	01 06 04.7	+01 39 08	O	      	    	     	    	 	 0.782	    	O	18.40	     	     	-25.1	    	    	 359
    5539	235.25	-86.52	016.5212	-28.4025	*	2QZ J010605-2824 	01 06 05.1	-28 24 09	O	      	    	     	    	 	 1.426	    	*	20.76	     	-0.06	-24.3	    	 489	 489
    5540	289.42	-77.65	016.5500	-39.0864	*	Q 0103-3921      	01 06 12.0	-39 05 11	O	      	    	     	    	*	 2.350	    	R	18.60	     	     	-27.3	    	    	 583
    5541	130.90	-62.32	016.5508	 +0.3219	*	SDSSp J01062+0019	01 06 12.2	+00 19 19	O	      	1802	     	    	 	 3.110	    	 	19.24	     	     	-28.6	    	    	1802
    5542	130.68	-61.41	016.5600	 +1.2358	*	SDSSp J01062+0114	01 06 14.4	+01 14 09	O	      	1802	     	    	 	 1.356	    	 	19.46	     	     	-25.5	    	    	1802
    5543	283.75	-80.82	016.5629	-35.7497	*	0103-360         	01 06 15.1	-35 44 59	 	      	    	     	    	*	 1.930	    	 	19.60	     	     	-26.2	1757	    	1757
    5544	189.12	-86.35	016.5642	-25.6053	*	Q 0103-2552      	01 06 15.4	-25 36 19	O	      	    	     	    	*	 2.510	    	R	18.90	     	     	-27.2	    	    	 583
    5545	130.95	-62.38	016.5667	 +0.2567	*	SDSSp J01062+0015	01 06 16.0	+00 15 24	O	      	1802	     	    	 	 3.050	    	 	20.36	     	     	-27.3	    	    	1802
    5546	286.93	-79.25	016.5683	-37.4083	*	Q 0103-3740      	01 06 16.4	-37 24 30	 	      	    	     	    	*	 1.870	    	*	20.21	     	     	-25.5	    	    	 970
    5547	250.35	-85.93	016.5713	-29.5500	*	2QZ J010617-2932 	01 06 17.1	-29 33 00	O	      	    	     	    	 	 1.660	    	*	20.00	     	-0.42	-25.4	    	 489	 489
    5548	242.87	-86.25	016.5737	-28.9511	*	Q 0103-29        	01 06 17.7	-28 57 04	O	      	    	     	    	 	 2.803	    	*	18.42	-0.01	 0.30	-28.9	1792	2179	1416
    5549	130.83	-61.84	016.5804	 +0.8064	*	BRI 0103+0032    	01 06 19.3	+00 48 23	O	      	1931	     	    	 	 4.430	    	R	18.60	     	     	-29.2	1866	    	 438
    5550	244.78	-86.17	016.5850	-29.1008	 	2QZ J010620-2906 	01 06 20.4	-29 06 03	O	      	 487	     	    	 	 2.350	    	*	19.86	     	-0.90	-26.6	    	 487	 487
    5551	234.38	-86.48	016.5858	-28.3669	*	2QZ J010620-2822 	01 06 20.6	-28 22 01	O	      	    	     	    	 	 1.497	    	*	19.89	     	-0.37	-25.3	    	 487	 487
    5552	280.90	-81.81	016.5858	-34.6733	*	Q 0103-3456      	01 06 20.6	-34 40 24	O	      	    	     	    	*	 1.550	    	O	20.20	     	     	-25.1	    	    	 583
    5553	221.28	-86.66	016.5883	-27.5639	*	Q 0103-2749      	01 06 21.2	-27 33 50	O	      	    	     	    	 	 1.018	    	O	19.00	     	     	-25.3	    	    	1416
    5554	250.53	-85.90	016.5912	-29.5783	*	2QZ J010621-2934 	01 06 21.9	-29 34 42	O	      	    	     	    	 	 0.906	    	*	20.19	     	-0.49	-23.8	    	 487	 487
    5555	131.65	-64.55	016.5958	 -1.9278	 	PKS 0103-021     	01 06 23.0	-01 55 40	O	 0.360	1833	 0.42	2155	 	 2.201	    	O	19.50	     	     	-26.6	 227	    	2167
    5556	253.06	-85.76	016.5967	-29.8128	*	2QZ J010623-2948 	01 06 23.2	-29 48 46	O	      	    	     	    	 	 2.290	    	*	20.31	     	-0.42	-25.9	    	 487	 487
    5557	289.77	-77.23	016.5987	-39.5100	*	Q 0104-3946      	01 06 23.7	-39 30 36	 	      	    	     	    	*	 2.060	    	*	19.97	     	     	-26.1	    	    	 970
    5558	131.42	-63.76	016.6000	 -1.1381	*	SDSSp J01063-0108	01 06 24.0	-01 08 17	O	      	1802	     	    	 	 1.330	    	 	19.50	     	     	-25.4	    	    	1802
    5559	269.47	-84.23	016.6004	-31.8881	*	2GZ J010624-3153 	01 06 24.1	-31 53 17	O	      	    	     	    	 	 1.110	    	 	19.48	     	     	-25.0	1757	    	 412
    5560	135.54	-72.90	016.6013	-10.3914	*	SDSS J01064-1023 	01 06 24.3	-10 23 29	O	      	   2	     	    	 	 0.455	S1  	 	19.20	     	     	-23.1	    	    	   2
    5561	258.39	-85.39	016.6017	-30.3606	*	2QZ J010624-3021 	01 06 24.4	-30 21 38	O	      	    	     	    	 	 1.748	    	*	20.63	     	-1.30	-24.9	    	 489	 489
    5562	135.47	-72.76	016.6079	-10.2542	*	SDSS J01064-1015 	01 06 25.9	-10 15 15	O	      	   1	     	    	 	 1.869	    	 	19.15	     	     	-26.6	    	    	   1
    5563	216.79	-86.66	016.6088	-27.3033	 	PKS 0104-275     	01 06 26.1	-27 18 12	O	 0.370	 238	 0.29	2157	 	 2.492	    	*	18.73	 0.04	 0.00	-27.9	 238	2179	1758
    5564	289.46	-77.45	016.6112	-39.2844	*	Q 0104-3933      	01 06 26.7	-39 17 04	 	      	    	     	    	*	 2.350	    	*	19.63	     	     	-26.9	    	    	 970
    5565	231.95	-86.50	016.6137	-28.2183	*	Q 0104-284       	01 06 27.3	-28 13 06	O	      	    	     	    	 	 1.310	    	*	20.12	-0.90	 0.03	-25.7	    	2180	2180
    5566	291.53	-75.57	016.6142	-41.2208	*	Q 0104-4129      	01 06 27.4	-41 13 15	 	      	    	     	    	*	 2.060	    	*	20.13	     	     	-25.9	    	    	 970
    5567	291.77	-75.32	016.6154	-41.4819	*	Q 0104-4144      	01 06 27.7	-41 28 55	 	      	    	     	    	*	 1.930	    	*	18.70	     	     	-27.1	    	    	 970
    5568	265.45	-84.71	016.6229	-31.2756	*	2QZ J010629-3116 	01 06 29.5	-31 16 32	O	      	    	     	    	 	 2.201	    	*	20.63	     	-0.22	-25.5	    	 489	 489
    5569	131.14	-62.61	016.6233	 +0.0228	*	Q 0103-0014      	01 06 29.6	+00 01 22	O	      	    	     	    	 	 1.629	    	O	18.70	     	     	-26.7	    	    	 359
    5570	225.94	-86.58	016.6267	-27.8472	*	2QZ J010630-2750 	01 06 30.4	-27 50 50	O	      	    	     	    	 	 1.550	    	*	19.32	     	-0.34	-26.0	    	 487	 487
    5571	228.54	-86.55	016.6279	-28.0072	*	2QZ J010630-2800 	01 06 30.7	-28 00 26	O	      	    	     	    	 	 1.168	    	*	19.90	     	-0.71	-24.7	    	 487	 487
    5572	128.48	-48.60	016.6421	+14.1083	*	SDSS J01065+1406 	01 06 34.1	+14 06 30	O	      	   1	     	    	 	 1.499	    	 	19.68	     	     	-25.6	    	    	   1
    5573	252.89	-85.72	016.6425	-29.8272	*	2QZ J010634-2949 	01 06 34.2	-29 49 38	O	      	    	     	    	 	 1.277	    	*	20.26	     	-1.12	-24.6	    	 487	 487
    5574	270.78	-83.97	016.6454	-32.1808	*	2QZ J010634-3210 	01 06 34.9	-32 10 51	O	      	    	     	    	 	 1.989	    	*	20.37	     	-0.29	-25.5	    	 489	 489
    5575	136.03	-73.38	016.6454	-10.8900	*	SDSS J01065-1053 	01 06 34.9	-10 53 24	O	      	   1	     	    	 	 1.564	    	 	19.94	     	     	-25.4	    	    	   1
    5576	253.17	-85.69	016.6496	-29.8589	*	2QZ J010635-2951 	01 06 35.9	-29 51 32	O	      	    	     	    	 	 1.504	    	*	20.28	     	-1.13	-24.9	    	 487	 487
    5577	131.12	-62.34	016.6521	 +0.2872	*	Q 0104+0001      	01 06 36.5	+00 17 14	O	      	    	     	    	 	 0.910	    	O	19.20	     	     	-24.8	    	    	 359
    5578	215.28	-86.62	016.6546	-27.2158	*	CS 198           	01 06 37.1	-27 12 57	 	      	    	     	    	*	 1.910	    	 	19.80	     	     	-26.0	 389	    	 389
    5579	131.02	-61.91	016.6596	 +0.7222	*	SDSSp J01066+0043	01 06 38.3	+00 43 20	O	      	1802	     	    	 	 1.114	    	 	18.79	     	     	-25.7	    	    	1802
    5580	232.85	-86.44	016.6596	-28.2894	*	2QZ J010638-2817 	01 06 38.3	-28 17 22	O	      	    	     	    	 	 2.636	    	*	19.90	     	-0.25	-27.0	    	 487	 487
    5581	233.08	-86.44	016.6600	-28.3047	*	2QZ J010638-2818 	01 06 38.4	-28 18 17	O	      	    	     	    	 	 1.330	    	*	20.03	     	-1.66	-24.9	    	 487	 487
    5582	250.36	-85.84	016.6612	-29.6072	*	2QZ J010638-2936 	01 06 38.7	-29 36 26	O	      	    	     	    	 	 1.729	    	*	19.69	     	-1.10	-25.8	    	 487	 487
    5583	135.19	-72.05	016.6621	 -9.5456	*	SDSS J01066-0932 	01 06 38.9	-09 32 44	O	      	   1	     	    	 	 1.967	    	 	19.62	     	     	-26.3	    	    	   1
    5584	226.67	-86.54	016.6621	-27.8986	*	CS 199           	01 06 38.9	-27 53 55	O	      	    	     	    	 	 1.574	    	O	18.80	     	     	-26.5	 389	    	 338
    5585	259.29	-85.25	016.6629	-30.5144	*	2QZ J010639-3030 	01 06 39.1	-30 30 52	O	      	    	     	    	 	 1.599	    	*	19.50	     	-0.29	-25.9	    	 489	 489
