#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9029
#Name: IX/29
#Title:	ROSAT All-Sky Survey Faint Source Catalog (Voges+ 2000)
#Table	IX_29_rass_fsc:
#Name: IX/29/rass_fsc
#Title:	The ROSAT All Sky Survey Faint Source Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F9.6)	Distance from center (RAJ2000=308.20000, DEJ2000=+41.00000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F9.5)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F9.5)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	1RXS	(A21)	ROSAT All-Sky Survey Catalogue source name (1)        (link)	[ucd=ID_MAIN]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=POS_EQ_DEC_MAIN]
#Column	PosErr	(I3)	? Total positional error (including 6" systematic error)	[ucd=ERROR]
#Column	NewFlag	(A4)	[T._] 'new data' flags (3)	[ucd=CODE_MISC]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=PHOT_COUNT-RATE_X]
#Column	e_Count	(E9.2)	? Error on Count (4)	[ucd=ERROR]
#Column	HR1	(F5.2)	[-1/1]? Hardness ratio 1 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR1	(F5.2)	? Error on HR1 (6)	[ucd=ERROR]
#Column	HR2	(F5.2)	[-1/1]? hardness ratio 2 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR2	(F5.2)	? Error on HR2 (6)	[ucd=ERROR]
#Column	SASS	(I8)	Identification number of SASS field (12)	[ucd=ID_FIELD]
#Column	MASOL	(I4)	SASS source number (MASOL number) in SASS field (mainly for internal use)	[ucd=ID_NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	1RXS	RAJ2000	DEJ2000	PosErr	NewFlag	Count	e_Count	HR1	e_HR1	HR2	e_HR2	SASS	MASOL
   24566	 9.481594	080.99	+10.09	297.99664	+47.02583	1RXS J195159.2+470133	297.99664	+47.02583	 21	....	 1.38e-02	 5.22e-03	 1.00	 0.37	 1.00	 0.64	33009040	  36
   24790	 3.742338	081.01	+04.25	305.10001	+43.96361	1RXS J202024.0+435749	305.10001	+43.96361	 22	....	 2.23e-02	 8.11e-03	 0.59	 0.33	 1.00	 0.55	33009041	 162
   24772	 4.958995	081.02	+05.50	303.64627	+44.66833	1RXS J201435.1+444006	303.64627	+44.66833	 11	....	 2.70e-02	 7.27e-03	 0.68	 0.24	 0.09	 0.31	33009041	 144
   24949	 1.593620	081.03	+01.81	307.84750	+42.57180	1RXS J203123.4+423418	307.84750	+42.57180	 17	....	 1.52e-02	 6.43e-03	 1.00	 0.70	-0.16	 0.42	33009042	 165
   24793	 3.610851	081.04	+04.10	305.28665	+43.90194	1RXS J202108.8+435407	305.28665	+43.90194	 16	....	 1.27e-02	 5.52e-03	 1.00	 0.76	-0.16	 0.53	33009041	 165
   24734	 6.539528	081.04	+07.11	301.74374	+45.55236	1RXS J200658.5+453308	301.74374	+45.55236	 13	....	 1.71e-02	 6.18e-03	-0.28	 0.34	-0.41	 0.49	33009041	  95
   29837	 5.002354	081.04	-04.21	314.09335	+38.85222	1RXS J205622.4+385108	314.09335	+38.85222	 26	....	 9.04e-03	 4.21e-03	 1.00	 0.80	-1.00	 0.34	33010046	 100
   29845	 5.593925	081.05	-04.81	314.68750	+38.46542	1RXS J205845.0+382755	314.68750	+38.46542	 15	....	 1.63e-02	 6.30e-03	 1.00	 0.21	 0.25	 0.33	33010046	 113
   29824	 3.298150	081.05	-02.43	312.33041	+39.99264	1RXS J204919.3+395933	312.33041	+39.99264	 28	....	 1.10e-02	 5.15e-03	-1.00	 0.52	-1.00	 0.76	33010046	  72
   29871	 7.030834	081.07	-06.27	316.10123	+37.52625	1RXS J210424.3+373134	316.10123	+37.52625	 12	....	 1.60e-02	 6.41e-03	-0.22	 0.38	 1.00	 0.97	33010046	 144
   24797	 3.279141	081.08	+03.73	305.74249	+43.73097	1RXS J202258.2+434351	305.74249	+43.73097	 19	....	 1.13e-02	 5.60e-03	 0.66	 0.50	 0.66	 0.66	33009041	 171
   29855	 6.234790	081.10	-05.45	315.34708	+38.07944	1RXS J210123.3+380446	315.34708	+38.07944	 17	....	 9.91e-03	 4.87e-03	 1.00	 0.78	-0.10	 0.47	33010046	 126
   29884	 7.739565	081.10	-06.98	316.79208	+37.07014	1RXS J210710.1+370412	316.79208	+37.07014	 14	....	 1.25e-02	 6.43e-03	 0.43	 0.55	-0.90	 0.67	33010046	 162
   24943	 1.832780	081.10	+02.07	307.61789	+42.78083	1RXS J203028.3+424651	307.61789	+42.78083	 18	....	 1.39e-02	 6.08e-03	 0.73	 0.41	-0.65	 0.29	33009042	 159
   29828	 3.899290	081.11	-03.05	312.99625	+39.64431	1RXS J205159.1+393839	312.99625	+39.64431	 15	....	 8.70e-03	 4.72e-03	 0.85	 0.87	 0.61	 0.45	33010046	  83
   24947	 1.634590	081.11	+01.79	307.92627	+42.62181	1RXS J203142.3+423718	307.92627	+42.62181	 16	....	 1.42e-02	 6.10e-03	-0.14	 0.40	-1.00	 1.11	33009042	 163
   29699	 2.299172	081.11	-01.30	311.22250	+40.74820	1RXS J204453.4+404453	311.22250	+40.74820	 14	....	 1.52e-02	 6.08e-03	 1.00	 0.43	 0.61	 0.46	33010045	 149
   29700	 2.368801	081.12	-01.37	311.30835	+40.70958	1RXS J204514.0+404234	311.30835	+40.70958	 22	....	 1.45e-02	 6.39e-03	 0.95	 0.70	 0.17	 0.46	33010045	 155
   29857	 6.381140	081.12	-05.60	315.50790	+38.00611	1RXS J210201.9+380022	315.50790	+38.00611	 18	....	 1.57e-02	 6.11e-03	 1.00	 0.40	 0.44	 0.39	33010046	 129
   24812	 2.065048	081.13	+02.35	307.33417	+42.96222	1RXS J202920.2+425744	307.33417	+42.96222	 20	....	 1.09e-02	 5.33e-03	-0.77	 0.35	 1.00	 2.12	33009041	 189
   24955	 1.335679	081.13	+01.23	308.56708	+42.30722	1RXS J203416.1+421826	308.56708	+42.30722	 23	....	 1.86e-02	 6.61e-03	 1.00	 0.35	 0.05	 0.39	33009042	 177
   24788	 3.636590	081.14	+04.09	305.37668	+43.98236	1RXS J202130.4+435856	305.37668	+43.98236	 18	....	 1.12e-02	 4.67e-03	 1.00	 0.43	-0.79	 0.39	33009041	 160
   24764	 5.480938	081.14	+06.01	303.13959	+45.04708	1RXS J201233.5+450249	303.13959	+45.04708	 13	....	 4.60e-02	 8.95e-03	 0.52	 0.22	-0.26	 0.24	33009041	 132
   24787	 3.702572	081.15	+04.16	305.30542	+44.02667	1RXS J202113.3+440136	305.30542	+44.02667	 21	....	 1.45e-02	 5.95e-03	 0.11	 0.47	-0.36	 0.48	33009041	 159
   24568	 8.444346	081.21	+09.02	299.51627	+46.67736	1RXS J195803.9+464038	299.51627	+46.67736	 23	....	 1.37e-02	 5.51e-03	 0.33	 0.38	 0.43	 0.42	33009040	  40
   29694	 2.238365	081.21	-01.16	311.16168	+40.91125	1RXS J204438.8+405440	311.16168	+40.91125	 24	....	 1.84e-02	 6.87e-03	 0.54	 0.37	 0.29	 0.40	33010045	 120
   29860	 6.594441	081.21	-05.80	315.77249	+37.94056	1RXS J210305.4+375626	315.77249	+37.94056	 25	....	 2.05e-02	 7.54e-03	 0.48	 0.48	 0.49	 0.56	33010046	 132
   24698	 7.971154	081.22	+08.53	300.12625	+46.44194	1RXS J200030.3+462631	300.12625	+46.44194	 30	....	 9.68e-03	 4.32e-03	-1.00	 0.28	 0.00	 0.00	33009041	  52
   29831	 4.486991	081.22	-03.63	313.66959	+39.36292	1RXS J205440.7+392146	313.66959	+39.36292	 19	....	 1.16e-02	 5.50e-03	-1.00	 0.50	-1.00	 2.50	33010046	  89
   24558	 9.993210	081.24	+10.58	297.54999	+47.47820	1RXS J195012.0+472841	297.54999	+47.47820	 12	....	 1.85e-02	 5.77e-03	-0.36	 0.29	-0.05	 0.55	33009040	  22
   29688	 2.062677	081.26	-00.90	310.93164	+41.10875	1RXS J204343.6+410631	310.93164	+41.10875	 28	....	 1.82e-02	 6.94e-03	-0.25	 0.36	-0.49	 0.57	33010045	  90
   29876	 7.738116	081.28	-06.95	316.91626	+37.22820	1RXS J210739.9+371341	316.91626	+37.22820	 14	....	 2.45e-02	 8.24e-03	 0.84	 0.17	 0.06	 0.34	33010046	 153
   34673	 9.569151	081.30	-08.80	318.63083	+35.98861	1RXS J211431.4+355919	318.63083	+35.98861	 22	....	 1.77e-02	 8.06e-03	 1.00	 0.57	 0.90	 0.69	33011049	  19
   24739	 6.033429	081.30	+06.54	302.63000	+45.46889	1RXS J201031.2+452808	302.63000	+45.46889	 19	....	 2.00e-02	 6.34e-03	-0.83	 0.16	 1.00	 2.47	33009041	 103
   29690	 2.211862	081.31	-01.06	311.13123	+41.05208	1RXS J204431.5+410307	311.13123	+41.05208	 19	....	 1.45e-02	 5.79e-03	 1.00	 0.26	 0.13	 0.39	33010045	  97
   24777	 3.992049	081.33	+04.41	305.16583	+44.31097	1RXS J202039.8+441839	305.16583	+44.31097	 14	....	 1.40e-02	 5.81e-03	 0.41	 0.41	-0.47	 0.62	33009041	 149
   29900	 8.716190	081.34	-07.93	317.86835	+36.60292	1RXS J211128.4+363610	317.86835	+36.60292	 17	....	 1.26e-02	 5.83e-03	 0.79	 0.54	-1.00	 0.43	33010046	 182
   29891	 8.454456	081.35	-07.66	317.63376	+36.79389	1RXS J211032.1+364738	317.63376	+36.79389	 16	....	 1.97e-02	 8.35e-03	 0.23	 0.44	-0.39	 0.58	33010046	 170
   29685	 2.109324	081.38	-00.86	310.98334	+41.22889	1RXS J204356.0+411344	310.98334	+41.22889	 14	....	 4.15e-02	 9.36e-03	 0.67	 0.24	 0.38	 0.22	33010045	  72
   29879	 7.997247	081.38	-07.19	317.22626	+37.13486	1RXS J210854.3+370805	317.22626	+37.13486	 24	....	 1.50e-02	 6.79e-03	-1.00	 0.45	 0.00	 0.00	33010046	 156
   29812	 2.524774	081.38	-01.39	311.54083	+40.90556	1RXS J204609.8+405420	311.54083	+40.90556	 23	....	 9.62e-03	 4.83e-03	 1.00	 0.37	 1.00	 0.38	33010046	  47
   24782	 3.743299	081.39	+04.11	305.55582	+44.19806	1RXS J202213.4+441153	305.55582	+44.19806	 25	....	 1.52e-02	 6.11e-03	 0.73	 0.50	 0.48	 0.43	33009041	 154
   29853	 6.621952	081.44	-05.78	315.94208	+38.12417	1RXS J210346.1+380727	315.94208	+38.12417	 18	....	 1.52e-02	 6.20e-03	 0.31	 0.51	 0.42	 0.56	33010046	 123
   29899	 8.854112	081.46	-08.05	318.07834	+36.60931	1RXS J211218.8+363633	318.07834	+36.60931	 13	....	 1.47e-02	 6.77e-03	 0.40	 0.49	-1.00	 1.68	33010046	 181
   24766	 4.812102	081.46	+05.23	304.30502	+44.87792	1RXS J201713.2+445240	304.30502	+44.87792	 11	....	 1.43e-02	 5.08e-03	 1.00	 0.38	-0.79	 0.38	33009041	 137
   34670	 9.510718	081.46	-08.72	318.68793	+36.16028	1RXS J211445.1+360937	318.68793	+36.16028	 20	....	 2.97e-02	 1.13e-02	 0.80	 0.42	 0.70	 0.35	33011049	  15
   24785	 3.526132	081.46	+03.84	305.91833	+44.10014	1RXS J202340.4+440600	305.91833	+44.10014	 23	....	 1.53e-02	 6.55e-03	 0.65	 0.39	-0.14	 0.52	33009041	 157
   29670	 1.561732	081.47	+00.44	309.68707	+42.09570	1RXS J203844.9+420544	309.68707	+42.09570	 23	....	 9.35e-03	 4.42e-03	 1.00	 0.64	 1.00	 0.40	33010045	  21
   29822	 3.836360	081.47	-02.84	313.09250	+40.05500	1RXS J205222.2+400318	313.09250	+40.05500	 10	....	 3.43e-02	 8.23e-03	 0.32	 0.25	-0.50	 0.27	33010046	  70
   29867	 7.448168	081.47	-06.62	316.76083	+37.58653	1RXS J210702.6+373511	316.76083	+37.58653	 15	....	 2.75e-02	 8.56e-03	-0.08	 0.31	-0.16	 0.44	33010046	 140
   24940	 2.225778	081.48	+02.25	307.72208	+43.19736	1RXS J203053.3+431150	307.72208	+43.19736	 19	....	 1.15e-02	 5.89e-03	 1.00	 0.50	 0.25	 0.54	33009042	 152
   29856	 6.832100	081.53	-05.97	316.20374	+38.06375	1RXS J210448.9+380349	316.20374	+38.06375	 17	....	 1.49e-02	 5.68e-03	 1.00	 0.43	-1.00	 0.21	33010046	 127
   24694	 7.674642	081.54	+08.17	300.81250	+46.52597	1RXS J200315.0+463133	300.81250	+46.52597	 27	....	 1.54e-02	 5.70e-03	 0.00	 0.35	 0.91	 0.39	33009041	  48
   24761	 5.078805	081.55	+05.48	304.07916	+45.09153	1RXS J201619.0+450529	304.07916	+45.09153	 13	....	 1.54e-02	 5.65e-03	 0.66	 0.40	-0.56	 0.29	33009041	 129
   24720	 6.158786	081.55	+06.61	302.73834	+45.71153	1RXS J201057.2+454241	302.73834	+45.71153	 17	....	 2.01e-02	 6.57e-03	 0.09	 0.31	-0.67	 0.38	33009041	  80
   24700	 7.450759	081.57	+07.94	301.13544	+46.43431	1RXS J200432.5+462603	301.13544	+46.43431	 14	....	 1.62e-02	 5.90e-03	 1.00	 0.26	 0.68	 0.26	33009041	  55
   24755	 5.272549	081.58	+05.67	303.87918	+45.22722	1RXS J201531.0+451338	303.87918	+45.22722	 30	....	 1.03e-02	 4.33e-03	-1.00	 0.48	 0.00	 0.00	33009041	 123
   29842	 6.153247	081.58	-05.26	315.56332	+38.57500	1RXS J210215.2+383430	315.56332	+38.57500	 16	....	 1.65e-02	 6.69e-03	-0.33	 0.36	-1.00	 1.13	33010046	 109
   29811	 2.651467	081.58	-01.40	311.71417	+41.05861	1RXS J204651.4+410331	311.71417	+41.05861	 20	....	 1.61e-02	 6.56e-03	 0.39	 0.34	-0.43	 0.41	33010046	  43
   29843	 6.215740	081.63	-05.31	315.65375	+38.57819	1RXS J210236.9+383441	315.65375	+38.57819	 17	....	 2.19e-02	 7.15e-03	 1.00	 0.28	 0.41	 0.29	33010046	 110
   24780	 3.624543	081.63	+03.86	306.02957	+44.25417	1RXS J202407.1+441515	306.02957	+44.25417	 16	....	 1.64e-02	 7.01e-03	 1.00	 0.63	-0.03	 0.47	33009041	 152
   29859	 7.052081	081.64	-06.17	316.48083	+38.00597	1RXS J210555.4+380021	316.48083	+38.00597	 39	....	 1.50e-02	 6.27e-03	-1.00	 0.33	 0.00	 0.00	33010046	 131
   29833	 5.425529	081.65	-04.47	314.86292	+39.14056	1RXS J205927.1+390826	314.86292	+39.14056	 29	....	 1.54e-02	 6.35e-03	-0.64	 0.31	-1.00	 0.82	33010046	  92
   24559	 9.300865	081.66	+09.81	298.83499	+47.45806	1RXS J195520.4+472729	298.83499	+47.45806	 16	....	 9.34e-03	 4.43e-03	 1.00	 0.66	 0.50	 0.44	33009040	  23
   24561	 8.966137	081.66	+09.47	299.27292	+47.28917	1RXS J195705.5+471721	299.27292	+47.28917	 15	....	 1.38e-02	 5.31e-03	-0.34	 0.31	 0.27	 0.55	33009040	  27
   24794	 2.822496	081.70	+02.86	307.21625	+43.72736	1RXS J202851.9+434338	307.21625	+43.72736	 27	....	 3.82e-02	 1.36e-02	 0.07	 0.37	-0.18	 0.56	33009041	 168
   24779	 3.571382	081.70	+03.77	306.19458	+44.25264	1RXS J202446.7+441509	306.19458	+44.25264	 14	....	 1.60e-02	 7.17e-03	-0.20	 0.42	 0.18	 0.68	33009041	 151
   24748	 5.326237	081.72	+05.68	303.97873	+45.34861	1RXS J201554.9+452055	303.97873	+45.34861	 19	....	 1.45e-02	 5.44e-03	 0.50	 0.51	 1.00	 0.83	33009041	 115
   29813	 3.089846	081.74	-01.83	312.29001	+40.91111	1RXS J204909.6+405440	312.29001	+40.91111	 15	....	 2.06e-02	 6.65e-03	 0.50	 0.30	-0.22	 0.32	33010046	  48
   29673	 2.137494	081.76	-00.43	310.84543	+41.79458	1RXS J204322.9+414740	310.84543	+41.79458	 25	....	 1.25e-02	 5.05e-03	-1.00	 0.23	 0.00	 0.00	33010045	  33
   29836	 5.970180	081.76	-05.01	315.47833	+38.87236	1RXS J210154.8+385220	315.47833	+38.87236	 18	....	 1.46e-02	 6.07e-03	 0.85	 0.41	-0.06	 0.41	33010046	  99
   24686	 8.163379	081.77	+08.62	300.42792	+46.95750	1RXS J200142.7+465727	300.42792	+46.95750	 15	....	 2.15e-02	 6.69e-03	 0.40	 0.34	-0.22	 0.37	33009041	  32
   24560	 8.782150	081.79	+09.25	299.63873	+47.29000	1RXS J195833.3+471724	299.63873	+47.29000	 13	....	 4.21e-02	 8.49e-03	 0.04	 0.19	-0.57	 0.25	33009040	  26
   24760	 4.945515	081.80	+05.24	304.56250	+45.17292	1RXS J201815.0+451022	304.56250	+45.17292	 28	....	 1.87e-02	 6.76e-03	 0.77	 0.30	-0.27	 0.38	33009041	 128
   24556	 9.330964	081.81	+09.81	298.94708	+47.59083	1RXS J195547.3+473527	298.94708	+47.59083	 14	....	 2.81e-02	 7.09e-03	 1.00	 0.15	 0.83	 0.15	33009040	  19
   20410	 9.914542	081.82	+10.40	298.17877	+47.88569	1RXS J195242.9+475308	298.17877	+47.88569	 27	....	 1.45e-02	 5.75e-03	 0.44	 0.36	 0.60	 0.52	33008036	 228
   29862	 7.479281	081.82	-06.57	317.00665	+37.87722	1RXS J210801.6+375238	317.00665	+37.87722	 19	....	 1.84e-02	 8.01e-03	 1.00	 0.55	-0.67	 0.50	33010046	 134
   24945	 1.925992	081.82	+00.98	309.39209	+42.70917	1RXS J203734.1+424233	309.39209	+42.70917	 21	....	 1.23e-02	 5.26e-03	-0.34	 0.40	 1.00	 0.78	33009042	 161
   24758	 4.910321	081.86	+05.18	304.67874	+45.18458	1RXS J201842.9+451104	304.67874	+45.18458	 24	....	 1.66e-02	 6.42e-03	 1.00	 0.18	 0.44	 0.31	33009041	 126
   29807	 2.855832	081.88	-01.41	311.97458	+41.27542	1RXS J204753.9+411631	311.97458	+41.27542	 24	....	 1.44e-02	 5.93e-03	 0.87	 0.60	 1.00	 0.33	33010046	  34
   24724	 5.624643	081.88	+05.94	303.79459	+45.62431	1RXS J201510.7+453727	303.79459	+45.62431	 22	....	 1.68e-02	 6.14e-03	 0.81	 0.28	-0.49	 0.36	33009041	  85
   24753	 5.069147	081.88	+05.34	304.50833	+45.29597	1RXS J201802.0+451745	304.50833	+45.29597	 14	....	 1.97e-02	 6.75e-03	 0.46	 0.40	 0.00	 0.40	33009041	 120
   24555	 9.346663	081.89	+09.81	299.00500	+47.65805	1RXS J195601.2+473929	299.00500	+47.65805	 13	....	 2.39e-02	 6.54e-03	 0.80	 0.25	 0.62	 0.22	33009040	  18
   29821	 4.459741	081.90	-03.33	313.94125	+40.07319	1RXS J205545.9+400423	313.94125	+40.07319	 28	....	 2.80e-02	 8.04e-03	 0.93	 0.28	 0.68	 0.32	33010046	  68
   24732	 5.500795	081.92	+05.79	304.00336	+45.57681	1RXS J201600.8+453436	304.00336	+45.57681	 11	....	 4.08e-02	 8.30e-03	-0.38	 0.17	-0.52	 0.31	33009041	  93
   24754	 4.921861	081.92	+05.17	304.74667	+45.22861	1RXS J201859.2+451343	304.74667	+45.22861	 28	....	 1.35e-02	 5.71e-03	 1.00	 0.31	 0.75	 0.36	33009041	 122
   29814	 3.514035	081.93	-02.22	312.84290	+40.80722	1RXS J205122.3+404826	312.84290	+40.80722	 10	....	 2.86e-02	 7.67e-03	 1.00	 0.41	 0.09	 0.25	33010046	  50
   24742	 5.274547	081.94	+05.54	304.31000	+45.45000	1RXS J201714.4+452700	304.31000	+45.45000	 16	....	 1.26e-02	 5.72e-03	-0.18	 0.43	 0.13	 0.69	33009041	 107
   29835	 6.173628	081.96	-05.16	315.78583	+38.91764	1RXS J210308.6+385503	315.78583	+38.91764	 14	....	 1.36e-02	 6.44e-03	-0.36	 0.34	-0.82	 0.57	33010046	  98
   24681	 8.221877	081.97	+08.63	300.55667	+47.12917	1RXS J200213.6+470745	300.55667	+47.12917	 25	....	 1.58e-02	 5.56e-03	-1.00	 0.27	-1.00	 6.40	33009041	  27
   24749	 5.000170	081.99	+05.22	304.73834	+45.31708	1RXS J201857.2+451901	304.73834	+45.31708	 28	....	 2.28e-02	 7.34e-03	 0.32	 0.34	 0.70	 0.37	33009041	 116
   24746	 5.146140	082.00	+05.38	304.55209	+45.40750	1RXS J201812.5+452427	304.55209	+45.40750	 15	....	 1.90e-02	 6.52e-03	 0.28	 0.37	-0.42	 0.36	33009041	 113
   24685	 7.991310	082.01	+08.39	300.89667	+47.03250	1RXS J200335.2+470157	300.89667	+47.03250	 15	....	 1.85e-02	 6.21e-03	 0.55	 0.33	 0.04	 0.33	33009041	  31
   29864	 8.025644	082.01	-07.08	317.64999	+37.67097	1RXS J211036.0+374015	317.64999	+37.67097	 16	....	 3.15e-02	 9.98e-03	 0.69	 0.34	 0.69	 0.28	33010046	 137
   29819	 4.343876	082.03	-03.13	313.85126	+40.29847	1RXS J205524.3+401754	313.85126	+40.29847	 15	....	 2.30e-02	 7.17e-03	 1.00	 0.19	 0.22	 0.28	33010046	  65
   24735	 5.354305	082.03	+05.59	304.32877	+45.55431	1RXS J201718.9+453315	304.32877	+45.55431	 17	....	 1.24e-02	 5.36e-03	 1.00	 1.05	-0.53	 0.52	33009041	  96
   30036	 9.352093	082.04	-08.44	318.92374	+36.76333	1RXS J211541.7+364548	318.92374	+36.76333	 19	....	 2.77e-02	 1.01e-02	 0.60	 0.41	 0.00	 0.36	33010047	 213
   24752	 4.934154	082.05	+05.12	304.89584	+45.30653	1RXS J201935.0+451823	304.89584	+45.30653	 22	....	 2.83e-02	 8.10e-03	 0.70	 0.23	 0.02	 0.31	33009041	 119
   30033	 9.130070	082.06	-08.21	318.73126	+36.94083	1RXS J211455.5+365627	318.73126	+36.94083	 12	....	 3.10e-02	 1.04e-02	-0.18	 0.33	-0.42	 0.47	33010047	 208
   24740	 5.189399	082.06	+05.40	304.58417	+45.47264	1RXS J201820.2+452821	304.58417	+45.47264	 20	....	 1.56e-02	 6.54e-03	 1.00	 0.50	-0.35	 0.38	33009041	 104
   24706	 6.363957	082.07	+06.66	303.07666	+46.17375	1RXS J201218.4+461025	303.07666	+46.17375	 27	....	 1.11e-02	 5.41e-03	 0.31	 0.43	 0.15	 0.48	33009041	  63
   24941	 2.238018	082.07	+01.28	309.27167	+43.09180	1RXS J203705.2+430530	309.27167	+43.09180	 23	....	 9.55e-03	 4.58e-03	-1.00	 0.64	-1.00	 0.71	33009042	 154
   24756	 4.714062	082.08	+04.86	305.23376	+45.18792	1RXS J202056.1+451116	305.23376	+45.18792	 17	....	 2.71e-02	 7.98e-03	 1.00	 0.30	 0.34	 0.29	33009041	 124
   29839	 6.505435	082.10	-05.46	316.19791	+38.82583	1RXS J210447.5+384933	316.19791	+38.82583	 20	....	 2.14e-02	 8.02e-03	 0.41	 0.45	 0.14	 0.49	33010046	 102
   24680	 8.373437	082.12	+08.75	300.52792	+47.32153	1RXS J200206.7+471917	300.52792	+47.32153	 20	....	 1.39e-02	 5.49e-03	-0.18	 0.34	-0.01	 0.54	33009041	  25
   24747	 4.981863	082.13	+05.14	304.94708	+45.38236	1RXS J201947.3+452256	304.94708	+45.38236	 33	....	 8.52e-02	 1.44e-02	 0.62	 0.28	 0.24	 0.37	33009041	 114
   29803	 2.998056	082.15	-01.34	312.12625	+41.52930	1RXS J204830.3+413145	312.12625	+41.52930	 17	....	 1.03e-02	 5.27e-03	 1.00	 0.54	 0.21	 0.44	33010046	  28
   29800	 2.728730	082.15	-00.90	311.67542	+41.80736	1RXS J204642.1+414826	311.67542	+41.80736	 14	....	 2.42e-02	 7.33e-03	 0.32	 0.30	 0.28	 0.35	33010046	  21
   29818	 4.365669	082.17	-03.07	313.91458	+40.44431	1RXS J205539.5+402639	313.91458	+40.44431	 31	....	 2.07e-02	 6.85e-03	 0.60	 0.35	-0.40	 0.38	33010046	  62
   24731	 5.238294	082.18	+05.40	304.67792	+45.56944	1RXS J201842.7+453410	304.67792	+45.56944	 16	....	 1.46e-02	 6.07e-03	 0.12	 0.47	 0.27	 0.68	33009041	  92
   24936	 2.543233	082.18	+01.83	308.75958	+43.50930	1RXS J203502.3+433033	308.75958	+43.50930	 24	....	 1.10e-02	 4.74e-03	 1.00	 0.87	-1.00	 0.35	33009042	 147
   24741	 5.070461	082.19	+05.21	304.91043	+45.46958	1RXS J201938.5+452810	304.91043	+45.46958	 15	....	 2.44e-02	 8.20e-03	 0.52	 0.32	-0.64	 0.37	33009041	 106
   24688	 7.601989	082.20	+07.92	301.61752	+46.95319	1RXS J200628.2+465711	301.61752	+46.95319	 11	....	 2.89e-02	 7.02e-03	 0.51	 0.24	-0.27	 0.24	33009041	  34
   24736	 5.125678	082.20	+05.26	304.85794	+45.51222	1RXS J201925.9+453044	304.85794	+45.51222	 20	....	 2.81e-02	 8.28e-03	 0.99	 0.27	-0.37	 0.27	33009041	  98
   24553	 8.854732	082.21	+09.23	299.98666	+47.63722	1RXS J195956.8+473814	299.98666	+47.63722	 28	....	 1.57e-02	 6.10e-03	 0.03	 0.37	 0.61	 0.49	33009040	  15
   20403	 9.968793	082.22	+10.37	298.51251	+48.21917	1RXS J195403.0+481309	298.51251	+48.21917	 14	....	 1.35e-02	 5.12e-03	 0.64	 0.40	 0.12	 0.39	33008036	 221
   24677	 8.434563	082.22	+08.79	300.55502	+47.42319	1RXS J200213.2+472523	300.55502	+47.42319	 19	....	 8.91e-03	 4.05e-03	 1.00	 0.58	 0.18	 0.46	33009041	  20
   24745	 4.963395	082.22	+05.07	305.10333	+45.42167	1RXS J202024.8+452518	305.10333	+45.42167	 24	....	 1.98e-02	 7.15e-03	 0.97	 0.19	 0.50	 0.41	33009041	 112
   24722	 5.378980	082.23	+05.53	304.56583	+45.68653	1RXS J201815.8+454111	304.56583	+45.68653	 17	....	 1.43e-02	 6.08e-03	 1.00	 0.27	 0.33	 0.45	33009041	  83
   24721	 5.458952	082.23	+05.62	304.46082	+45.73583	1RXS J201750.6+454409	304.46082	+45.73583	 23	....	 1.30e-02	 5.52e-03	 1.00	 0.42	-0.36	 0.38	33009041	  81
   29868	 8.508883	082.24	-07.52	318.24957	+37.53778	1RXS J211259.9+373216	318.24957	+37.53778	 14	....	 1.50e-02	 7.57e-03	-0.81	 0.18	 1.00	 2.12	33010046	 141
   24726	 5.259804	082.24	+05.39	304.73627	+45.61806	1RXS J201856.7+453705	304.73627	+45.61806	 16	....	 1.85e-02	 6.83e-03	 0.80	 0.23	 0.01	 0.41	33009041	  87
   24928	 2.863456	082.25	+02.34	308.25290	+43.86319	1RXS J203300.7+435147	308.25290	+43.86319	 14	....	 2.54e-02	 9.73e-03	 0.16	 0.37	-0.40	 0.40	33009042	 136
