#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9028
#Name: IX/28A
#Title:	ROSAT HRI Pointed Observations (1RXH) (ROSAT Team, 2000)
#Table	IX_28A_hricat:
#Name: IX/28A/hricat
#Title:	ROSAT Source Catalog of Pointed Observations with the High Resolution Imager (1RXH)
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	n_1RXH	(I2)	? Number of sources sharing a common 1RXH name        (link)	[ucd=NOTE]
#Column	1RXH	(A21)	Name of catalogued detection        (link)	[ucd=ID_MAIN]
#Column	ErrPos	(I3)	Total positional error	[ucd=ERROR]
#Column	CRate	(E9.2)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	e_CRate	(E8.1)	? Mean error on CRate	[ucd=ERROR]
#Column	varFlag	(A1)	[NTP] Source variability	[ucd=CODE_VARIAB]
#Column	SRCflags	(A13)	[.cdefiu_mnpavw] Source flags	[ucd=CODE_MISC]
#Column	SEQflags	(A8)	[.DABEFMS_+] Sequence flags	[ucd=CODE_MISC]
#Column	Comment	(A5)	Source comment	[ucd=REMARKS]
#Column	begDate	(A10)	Observation start date	[ucd=TIME_DATE]
#Column	RAJ2000	(F8.4)	Source Right Ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	n_1RXH	1RXH	ErrPos	CRate	e_CRate	varFlag	SRCflags	SEQflags	Comment	begDate	RAJ2000	DEJ2000
   99419	 9.75607	075.59	-08.08	313.4836	+32.2086	  	1RXH J205356.0+321230	  4	 3.01e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4836	+32.2086
   95290	 4.65767	075.59	+02.39	303.1461	+38.4324	  	1RXH J201235.0+382556	 10	 6.63e-04	 3.3e-04	N	..e.i._.np...	......._	     	1994-10-21	303.1461	+38.4324
   99410	 9.74892	075.59	-08.07	313.4777	+32.2142	  	1RXH J205354.6+321251	  5	 8.08e-02	 3.3e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4777	+32.2142
   99814	 9.91628	075.59	-08.26	313.6482	+32.0959	  	1RXH J205435.5+320545	  4	 3.83e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6482	+32.0959
   99272	 9.67294	075.59	-07.99	313.4002	+32.2681	  	1RXH J205336.0+321605	  5	 4.25e-02	 3.1e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4002	+32.2681
   99415	 9.74996	075.59	-08.07	313.4807	+32.2142	  	1RXH J205355.3+321251	  4	 2.85e-02	 2.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4807	+32.2142
   99818	 9.91555	075.59	-08.26	313.6495	+32.0972	  	1RXH J205435.8+320549	  8	 1.98e-01	 1.8e-02	N	.de.i._.npav.	D.B...._	     	1995-11-10	313.6495	+32.0972
   99245	 9.65137	075.60	-07.97	313.3821	+32.2849	  	1RXH J205331.7+321705	  6	 5.24e-02	 3.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3821	+32.2849
   99943	 9.97273	075.60	-08.32	313.7102	+32.0579	  	1RXH J205450.4+320328	  4	 6.89e-02	 3.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7102	+32.0579
   99984	 9.99463	075.60	-08.35	313.7325	+32.0425	  	1RXH J205455.7+320232	  4	 1.12e-01	 5.1e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7325	+32.0425
   99628	 9.82931	075.60	-08.16	313.5651	+32.1594	  	1RXH J205415.6+320933	  4	 3.50e-02	 2.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5651	+32.1594
   99558	 9.80940	075.60	-08.14	313.5449	+32.1735	  	1RXH J205410.7+321024	  4	 3.25e-02	 2.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5449	+32.1735
   99166	 9.59692	075.60	-07.91	313.3286	+32.3244	  	1RXH J205318.8+321927	  6	 1.60e-02	 1.4e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3286	+32.3244
   99276	 9.66686	075.60	-07.98	313.4019	+32.2754	  	1RXH J205336.4+321631	  6	 2.74e-02	 1.8e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4019	+32.2754
   99201	 9.61721	075.60	-07.93	313.3510	+32.3106	  	1RXH J205324.2+321838	  7	 7.06e-02	 4.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3510	+32.3106
   99910	 9.95000	075.60	-08.30	313.6927	+32.0761	  	1RXH J205446.2+320433	  4	 5.84e-02	 3.5e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6927	+32.0761
   99108	 9.54960	075.60	-07.85	313.2843	+32.3596	  	1RXH J205308.2+322134	  4	 2.21e-02	 1.6e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.2843	+32.3596
   99001	 9.49413	075.60	-07.79	313.2288	+32.3996	  	1RXH J205254.9+322358	  3	 2.91e-02	 1.8e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.2288	+32.3996
   95276	 4.65327	075.60	+02.41	303.1377	+38.4495	  	1RXH J201233.0+382658	 11	 6.95e-04	 2.9e-04	N	..e.i._.np...	......._	     	1994-04-13	303.1377	+38.4495
   99414	 9.73669	075.60	-08.07	313.4803	+32.2286	  	1RXH J205355.2+321343	  4	 2.53e-02	 2.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4803	+32.2286
   99006	 9.49200	075.61	-07.79	313.2309	+32.4027	  	1RXH J205255.4+322409	  3	 2.86e-02	 1.8e-03	N	..e.iu_.npav.	D.B...._	     	1995-04-28	313.2309	+32.4027
   99820	 9.90120	075.61	-08.25	313.6521	+32.1140	  	1RXH J205436.5+320650	  4	 3.51e-02	 2.6e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6521	+32.1140
   99904	 9.93911	075.61	-08.29	313.6907	+32.0873	  	1RXH J205445.7+320514	  3	 9.59e-02	 4.3e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.6907	+32.0873
   99683	 9.83737	075.61	-08.18	313.5881	+32.1594	  	1RXH J205421.1+320933	  3	 3.48e-02	 2.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5881	+32.1594
   99191	 9.59945	075.61	-07.91	313.3456	+32.3280	  	1RXH J205322.9+321940	  6	 8.17e-02	 4.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3456	+32.3280
   95278	 4.64685	075.61	+02.41	303.1421	+38.4558	  	1RXH J201234.0+382720	  8	 7.49e-04	 3.0e-04	N	......_.n....	......._	     	1994-04-13	303.1421	+38.4558
   99266	 9.64905	075.61	-07.97	313.3974	+32.2932	  	1RXH J205335.3+321735	  5	 4.86e-02	 3.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3974	+32.2932
   99312	 9.67975	075.61	-08.00	313.4300	+32.2719	  	1RXH J205343.2+321618	  4	 3.72e-02	 2.7e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4300	+32.2719
   99916	 9.94027	075.61	-08.30	313.6955	+32.0879	  	1RXH J205446.9+320516	  4	 6.79e-02	 4.0e-03	N	.defi._..pav.	..BEF.._	     	1995-05-03	313.6955	+32.0879
   99323	 9.68294	075.61	-08.01	313.4350	+32.2703	  	1RXH J205344.4+321612	  6	 3.63e-02	 2.1e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4350	+32.2703
   99332	 9.68672	075.61	-08.01	313.4409	+32.2684	  	1RXH J205345.8+321606	  5	 3.71e-02	 2.8e-03	N	..e.iu_..pav.	..BEF.._	     	1995-05-03	313.4409	+32.2684
   99852	 9.90846	075.61	-08.26	313.6670	+32.1118	  	1RXH J205440.0+320642	  3	 4.88e-02	 3.2e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6670	+32.1118
   99649	 9.81599	075.61	-08.16	313.5736	+32.1773	  	1RXH J205417.6+321038	  3	 2.76e-02	 2.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5736	+32.1773
   99196	 9.59414	075.62	-07.91	313.3485	+32.3349	  	1RXH J205323.6+322005	  5	 8.91e-02	 4.5e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.3485	+32.3349
   99888	 9.91915	075.62	-08.27	313.6800	+32.1051	  	1RXH J205443.2+320618	  4	 4.08e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6800	+32.1051
   99133	 9.55475	075.62	-07.87	313.3085	+32.3630	  	1RXH J205314.0+322146	  4	 2.08e-02	 1.6e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3085	+32.3630
   99333	 9.68472	075.62	-08.01	313.4425	+32.2712	  	1RXH J205346.1+321616	  4	 3.69e-02	 2.8e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4425	+32.2712
   99061	 9.50573	075.62	-07.81	313.2592	+32.3982	  	1RXH J205302.2+322353	  3	 3.13e-02	 1.9e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.2592	+32.3982
   99319	 9.67486	075.62	-08.00	313.4330	+32.2784	  	1RXH J205343.9+321642	  4	 4.03e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4330	+32.2784
  100027	 9.99542	075.62	-08.36	313.7602	+32.0525	  	1RXH J205502.4+320308	  3	 1.17e-01	 5.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7602	+32.0525
   99334	 9.68340	075.62	-08.01	313.4437	+32.2731	  	1RXH J205346.4+321623	  6	 4.12e-02	 2.3e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4437	+32.2731
   99404	 9.71194	075.62	-08.05	313.4752	+32.2538	  	1RXH J205354.0+321513	  6	 6.16e-02	 2.8e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4752	+32.2538
   99380	 9.70062	075.62	-08.03	313.4665	+32.2629	  	1RXH J205351.9+321546	  4	 2.36e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4665	+32.2629
  100015	 9.97963	075.62	-08.35	313.7505	+32.0661	  	1RXH J205500.1+320358	  3	 6.11e-02	 3.3e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7505	+32.0661
   99409	 9.70915	075.63	-08.04	313.4774	+32.2577	  	1RXH J205354.5+321527	  7	 6.64e-02	 2.9e-03	N	..e.iu_.npav.	D.B...._	     	1995-04-28	313.4774	+32.2577
   99395	 9.70216	075.63	-08.04	313.4704	+32.2627	  	1RXH J205352.9+321545	  6	 5.74e-02	 2.7e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4704	+32.2627
  100007	 9.97341	075.63	-08.34	313.7463	+32.0713	  	1RXH J205459.1+320416	  3	 9.46e-02	 4.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7463	+32.0713
   99426	 9.71971	075.63	-08.06	313.4902	+32.2510	  	1RXH J205357.6+321503	  4	 2.41e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4902	+32.2510
   99937	 9.93355	075.63	-08.30	313.7075	+32.1000	  	1RXH J205449.8+320600	  3	 9.70e-02	 4.4e-03	N	.de.i._.npav.	D.B...._	     	1995-05-02	313.7075	+32.1000
   99199	 9.58235	075.63	-07.90	313.3506	+32.3486	  	1RXH J205324.1+322054	  5	 9.21e-02	 4.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.3506	+32.3486
   99959	 9.94478	075.63	-08.31	313.7202	+32.0926	  	1RXH J205452.8+320533	  3	 8.60e-02	 4.0e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7202	+32.0926
   99897	 9.90985	075.63	-08.27	313.6850	+32.1173	  	1RXH J205444.4+320702	  3	 4.16e-02	 2.9e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6850	+32.1173
   99186	 9.57199	075.63	-07.89	313.3420	+32.3567	  	1RXH J205322.0+322124	  5	 2.05e-02	 1.6e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3420	+32.3567
   99981	 9.95275	075.63	-08.32	313.7311	+32.0881	  	1RXH J205455.4+320517	  3	 9.78e-02	 4.7e-03	N	..e.iu_..pav.	..BEF.._	     	1995-05-03	313.7311	+32.0881
   99798	 9.85861	075.63	-08.21	313.6365	+32.1548	  	1RXH J205432.7+320917	  3	 3.91e-02	 2.8e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6365	+32.1548
   99172	 9.55917	075.63	-07.88	313.3334	+32.3675	  	1RXH J205320.0+322202	  4	 2.49e-02	 1.7e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3334	+32.3675
   99983	 9.94868	075.63	-08.32	313.7319	+32.0929	  	1RXH J205455.6+320534	  3	 9.35e-02	 4.5e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7319	+32.0929
   99975	 9.94508	075.64	-08.31	313.7284	+32.0955	  	1RXH J205454.8+320543	  3	 6.61e-02	 3.6e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7284	+32.0955
   99448	 9.72264	075.64	-08.07	313.5051	+32.2535	  	1RXH J205401.2+321512	  4	 2.26e-02	 2.1e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5051	+32.2535
   99127	 9.52197	075.64	-07.84	313.3014	+32.3962	  	1RXH J205312.3+322346	  3	 3.27e-02	 1.9e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3014	+32.3962
   99248	 9.60367	075.64	-07.93	313.3865	+32.3388	  	1RXH J205332.7+322019	  5	 6.48e-02	 3.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3865	+32.3388
   99948	 9.92489	075.64	-08.29	313.7135	+32.1119	  	1RXH J205451.2+320642	  3	 6.34e-02	 3.7e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7135	+32.1119
   95378	 4.31683	075.64	+01.24	304.3993	+37.8343	  	1RXH J201735.8+375003	  3	 4.31e-04	 7.2e-04	T	......_.n....	......._	     	1994-04-16	304.3993	+37.8343
   99280	 9.61898	075.64	-07.95	313.4052	+32.3291	  	1RXH J205337.2+321944	  5	 4.72e-02	 3.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4052	+32.3291
   99811	 9.85543	075.64	-08.22	313.6473	+32.1625	  	1RXH J205435.3+320944	  3	 3.31e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6473	+32.1625
   99308	 9.63647	075.65	-07.97	313.4275	+32.3184	  	1RXH J205342.5+321906	 11	 2.72e-02	 1.9e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4275	+32.3184
   99632	 9.77045	075.65	-08.12	313.5667	+32.2247	  	1RXH J205416.0+321329	  3	 2.94e-02	 2.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.5667	+32.2247
   99947	 9.91449	075.65	-08.28	313.7131	+32.1232	  	1RXH J205451.1+320723	  3	 4.75e-02	 3.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7131	+32.1232
   99560	 9.74722	075.65	-08.10	313.5459	+32.2422	  	1RXH J205411.0+321431	  4	 2.66e-02	 2.3e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5459	+32.2422
   99669	 9.78119	075.65	-08.14	313.5812	+32.2185	  	1RXH J205419.4+321306	  3	 2.96e-02	 2.5e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5812	+32.2185
   99678	 9.78494	075.65	-08.14	313.5859	+32.2162	  	1RXH J205420.6+321258	  3	 2.72e-02	 2.4e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5859	+32.2162
   99878	 9.87438	075.65	-08.24	313.6779	+32.1536	  	1RXH J205442.7+320912	  3	 4.34e-02	 3.0e-03	N	..e.iu_..pav.	..BEF.._	     	1995-05-03	313.6779	+32.1536
   99889	 9.87670	075.65	-08.24	313.6806	+32.1521	  	1RXH J205443.3+320907	  3	 4.56e-02	 3.0e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6806	+32.1521
   99277	 9.60248	075.65	-07.94	313.4018	+32.3459	  	1RXH J205336.4+322045	  5	 6.10e-02	 3.6e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4018	+32.3459
   99242	 9.57994	075.65	-07.91	313.3791	+32.3620	  	1RXH J205330.9+322143	  4	 3.00e-02	 1.9e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3791	+32.3620
   99911	 9.88647	075.65	-08.26	313.6925	+32.1460	  	1RXH J205446.2+320845	  3	 1.79e-01	 6.3e-03	N	.de.i._.npav.	D.B...._	     	1995-05-02	313.6925	+32.1460
   99791	 9.82946	075.66	-08.19	313.6350	+32.1863	  	1RXH J205432.3+321110	  3	 3.08e-02	 2.5e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6350	+32.1863
   99826	 9.84842	075.66	-08.21	313.6544	+32.1730	  	1RXH J205437.0+321022	  3	 3.72e-02	 2.6e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6544	+32.1730
   99740	 9.80449	075.66	-08.17	313.6104	+32.2042	  	1RXH J205426.5+321215	  3	 3.21e-02	 2.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6104	+32.2042
   99785	 9.82445	075.66	-08.19	313.6311	+32.1903	  	1RXH J205431.4+321125	  3	 3.06e-02	 2.5e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6311	+32.1903
   99270	 9.59587	075.66	-07.93	313.3993	+32.3522	  	1RXH J205335.8+322107	  4	 6.54e-02	 3.8e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.3993	+32.3522
  100037	 9.95947	075.66	-08.34	313.7689	+32.0956	  	1RXH J205504.5+320544	  4	 8.56e-02	 4.4e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7689	+32.0956
   99309	 9.62396	075.66	-07.97	313.4290	+32.3327	  	1RXH J205342.9+321957	  6	 3.69e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4290	+32.3327
   99204	 9.54887	075.66	-07.88	313.3523	+32.3859	  	1RXH J205324.5+322309	  4	 1.39e-01	 5.6e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3523	+32.3859
   99962	 9.91100	075.66	-08.29	313.7211	+32.1302	  	1RXH J205453.0+320748	  3	 6.12e-02	 3.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7211	+32.1302
   99376	 9.65416	075.66	-08.00	313.4621	+32.3122	  	1RXH J205350.9+321844	  6	 2.48e-02	 2.3e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4621	+32.3122
   99177	 9.53468	075.66	-07.87	313.3400	+32.3968	  	1RXH J205321.6+322348	  3	 3.67e-02	 2.1e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3400	+32.3968
   99178	 9.53413	075.66	-07.87	313.3400	+32.3974	  	1RXH J205321.6+322350	  4	 1.66e-01	 6.4e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.3400	+32.3974
   99275	 9.59288	075.66	-07.93	313.4012	+32.3562	  	1RXH J205336.2+322122	  5	 3.21e-02	 2.0e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4012	+32.3562
   99802	 9.82503	075.66	-08.19	313.6389	+32.1927	  	1RXH J205433.3+321133	  3	 3.25e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6389	+32.1927
   99202	 9.54300	075.66	-07.88	313.3514	+32.3920	  	1RXH J205324.3+322331	  4	 1.47e-01	 5.9e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.3514	+32.3920
  100016	 9.93615	075.66	-08.32	313.7516	+32.1145	  	1RXH J205500.3+320652	  3	 8.63e-02	 4.0e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.7516	+32.1145
   99907	 9.87601	075.66	-08.25	313.6909	+32.1569	  	1RXH J205445.8+320924	  3	 4.09e-02	 2.8e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6909	+32.1569
   99352	 9.63952	075.66	-07.99	313.4512	+32.3241	  	1RXH J205348.2+321926	  6	 3.03e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4512	+32.3241
   99998	 9.92406	075.66	-08.30	313.7414	+32.1238	  	1RXH J205457.9+320725	  3	 6.02e-02	 3.4e-03	N	..e.iu_.npav.	D.BE..._	     	1994-11-09	313.7414	+32.1238
   99758	 9.80395	075.66	-08.17	313.6199	+32.2085	  	1RXH J205428.7+321230	  3	 2.57e-02	 2.3e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6199	+32.2085
  100008	 9.93022	075.66	-08.31	313.7477	+32.1195	  	1RXH J205459.4+320710	  3	 8.76e-02	 4.0e-03	N	..e.iu_.npav.	D.B...._	     	1995-05-02	313.7477	+32.1195
  100004	 9.92550	075.67	-08.30	313.7449	+32.1236	  	1RXH J205458.7+320724	  3	 6.29e-02	 3.5e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7449	+32.1236
   99623	 9.74504	075.67	-08.10	313.5622	+32.2509	  	1RXH J205414.9+321503	  4	 2.16e-02	 2.1e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5622	+32.2509
   99283	 9.59237	075.67	-07.93	313.4076	+32.3592	  	1RXH J205337.8+322132	  5	 3.33e-02	 2.0e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4076	+32.3592
   99298	 9.60104	075.67	-07.95	313.4189	+32.3540	  	1RXH J205340.5+322114	  5	 5.96e-02	 3.5e-03	N	..e.iu_.npav.	D.BE..._	     	1994-11-09	313.4189	+32.3540
  100003	 9.92133	075.67	-08.30	313.7444	+32.1280	  	1RXH J205458.6+320740	  3	 7.10e-02	 3.8e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7444	+32.1280
   99360	 9.63524	075.67	-07.98	313.4546	+32.3301	  	1RXH J205349.0+321948	  5	 3.15e-02	 2.5e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4546	+32.3301
   99294	 9.59843	075.67	-07.94	313.4177	+32.3564	  	1RXH J205340.2+322123	  4	 5.97e-02	 3.5e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4177	+32.3564
  100034	 9.94096	075.67	-08.32	313.7678	+32.1156	  	1RXH J205504.2+320656	  3	 7.48e-02	 4.0e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7678	+32.1156
   99964	 9.89363	075.67	-08.27	313.7217	+32.1496	  	1RXH J205453.2+320858	  3	 4.67e-02	 3.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.7217	+32.1496
   95316	 4.54730	075.67	+02.30	303.3031	+38.4498	  	1RXH J201312.7+382659	  3	 1.32e-03	 4.7e-04	N	......_.n....	......._	     	1994-10-21	303.3031	+38.4498
   99244	 9.55694	075.67	-07.90	313.3796	+32.3874	  	1RXH J205331.1+322314	  5	 1.15e-01	 5.0e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.3796	+32.3874
   99324	 9.61042	075.67	-07.96	313.4354	+32.3500	  	1RXH J205344.4+322100	  4	 5.39e-02	 3.3e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4354	+32.3500
   95315	 4.54713	075.68	+02.30	303.3008	+38.4526	  	1RXH J201312.2+382709	  6	 1.66e-03	 4.8e-04	N	.....u_.n....	......._	     	1994-10-21	303.3008	+38.4526
   99412	 9.65180	075.68	-08.01	313.4780	+32.3209	  	1RXH J205354.7+321915	  5	 2.47e-02	 2.2e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.4780	+32.3209
   99325	 9.60997	075.68	-07.96	313.4354	+32.3505	  	1RXH J205344.4+322101	  5	 4.24e-02	 2.3e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.4354	+32.3505
   99251	 9.56109	075.68	-07.90	313.3876	+32.3859	  	1RXH J205333.0+322309	  4	 1.08e-01	 4.9e-03	N	..e.iu_..pav.	..BEF.._	     	1995-05-03	313.3876	+32.3859
   99329	 9.60765	075.68	-07.96	313.4366	+32.3535	  	1RXH J205344.7+322112	  4	 5.43e-02	 3.3e-03	N	..e.iu_.npav.	D.BE..._	     	1994-11-09	313.4366	+32.3535
   99326	 9.60589	075.68	-07.96	313.4352	+32.3549	  	1RXH J205344.4+322117	  5	 4.72e-02	 3.2e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.4352	+32.3549
   99967	 9.88860	075.68	-08.27	313.7231	+32.1557	  	1RXH J205453.5+320920	  3	 4.72e-02	 3.1e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.7231	+32.1557
  100111	 9.99180	075.68	-08.38	313.8280	+32.0834	  	1RXH J205518.7+320500	  5	 1.12e-01	 5.3e-03	N	.defi._..pav.	..BEF.._	     	1995-05-03	313.8280	+32.0834
   99250	 9.55681	075.68	-07.90	313.3871	+32.3904	  	1RXH J205332.9+322325	  4	 3.85e-02	 2.2e-03	N	..e.i._.npav.	D.B...._	     	1995-04-28	313.3871	+32.3904
   99256	 9.55914	075.68	-07.90	313.3896	+32.3888	  	1RXH J205333.5+322319	  4	 1.07e-01	 4.9e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.3896	+32.3888
   99340	 9.61189	075.68	-07.96	313.4451	+32.3521	  	1RXH J205346.8+322107	  6	 4.63e-02	 2.4e-03	N	..e.iu_.npav.	D.B...._	     	1995-04-28	313.4451	+32.3521
   99901	 9.85123	075.68	-08.23	313.6898	+32.1838	  	1RXH J205445.5+321101	  3	 3.33e-02	 2.6e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.6898	+32.1838
  100075	 9.96290	075.68	-08.35	313.8026	+32.1052	  	1RXH J205512.6+320618	  3	 4.55e-02	 2.9e-03	N	..e.i._.npav.	D.B...._	     	1995-05-02	313.8026	+32.1052
   99890	 9.84186	075.68	-08.22	313.6811	+32.1907	  	1RXH J205443.4+321126	  3	 3.12e-02	 2.4e-03	N	..e.i._.npav.	D.BE..._	     	1994-11-09	313.6811	+32.1907
   99666	 9.74124	075.68	-08.11	313.5795	+32.2618	  	1RXH J205419.0+321542	  4	 1.93e-02	 2.0e-03	N	..efi._..pav.	..BEF.._	     	1995-05-03	313.5795	+32.2618
