#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9030
#Name: IX/30
#Title:	Second ROSAT PSPC Catalog (ROSAT, 2000)
#Table	IX_30_2rxp:
#Name: IX/30/2rxp
#Title:	The 2RXP Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RAJ2000=308.2000, DEJ2000=+41.0000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	Seq	(A16)	ROSAT detection sequence number        (link)	[ucd=ID_NUMBER]
#Column	S	(A1)	[S] for source in "short" catalog        (link)	[ucd=CODE_MISC]
#Column	m_2RXP	(A1)	[a-l] Multiplicity index	[ucd=CODE_MULT_INDEX]
#Column	2RXP	(A16)	2RXP designation (Jhhmmss.s+ddmmss)	[ucd=ID_MAIN]
#Column	Crate	(E10.3)	Estimate of net count rate	[ucd=PHOT_COUNT-RATE_X]
#Column	SrcFlags	(A13)	[cdefislmnpavw.] Source Flags	[ucd=CODE_MISC]
#Column	RAJ2000	(F8.4)	Source Right ascension (J2000)	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F8.4)	Source Declination (J2000)	[ucd=POS_EQ_DEC_MAIN]
#Column	HR1	(F5.2)	Hardness ratio 1 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]
#Column	HR2	(F5.2)	hardness ratio 2 (truncated to -9.99...99.99)	[ucd=SPECT_HARDNESS-RATIO]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	Seq	S	m_2RXP	2RXP	Crate	SrcFlags	RAJ2000	DEJ2000	HR1	HR2
   84249	 6.35828	076.25	+05.87	299.7846	+40.8422	2rp701152n00.014	S	 	J195908.3+405032	 3.584e-02	.....sl....v.	299.7846	+40.8422	 1.08	 0.98
   84232	 6.37108	076.25	+05.88	299.7667	+40.8519	2rp800622n00.027	 	 	J195904.0+405107	 3.192e-02	...fislm.pav.	299.7667	+40.8519	 1.00	 0.96
   84352	 6.27505	076.25	+05.76	299.9000	+40.7919	2rp701152n00.023	 	 	J195936.0+404730	 3.316e-02	...fislm.pav.	299.9000	+40.7919	 1.01	 0.97
   84259	 6.35235	076.25	+05.86	299.7925	+40.8417	2rp800622n00.029	 	 	J195910.2+405030	 3.063e-02	...fislm.pav.	299.7925	+40.8417	 0.99	 0.86
   84190	 6.41553	076.25	+05.94	299.7050	+40.8822	2rp800622n00.017	 	 	J195849.1+405256	 4.002e-02	...fislm.pav.	299.7050	+40.8822	 1.00	 0.92
   84430	 6.21964	076.25	+05.70	299.9771	+40.7586	2rp800622n00.057	 	 	J195954.5+404531	 1.666e-02	...fislmnpav.	299.9771	+40.7586	 0.98	 0.85
   84402	 6.25211	076.26	+05.74	299.9313	+40.7836	2rp701152n00.028	 	 	J195943.5+404701	 3.944e-03	...fislmnp.v.	299.9313	+40.7836	 0.91	 3.75
   84312	 6.30992	076.26	+05.81	299.8508	+40.8208	2rp800622n00.037	 	 	J195924.2+404915	 3.131e-02	...fislm.pav.	299.8508	+40.8208	 0.97	 0.98
   84341	 6.28471	076.26	+05.78	299.8858	+40.8053	2rp701152n00.020	 	 	J195932.6+404819	 3.184e-02	...fislmnpav.	299.8858	+40.8053	 1.11	 0.95
   84375	 6.26794	076.26	+05.76	299.9091	+40.7950	2rp800622n00.053	 	 	J195938.1+404741	 1.810e-02	...fislm.pav.	299.9091	+40.7950	 1.19	 0.93
   84310	 6.31053	076.26	+05.81	299.8496	+40.8247	2rp701152n00.015	 	 	J195923.9+404929	 3.162e-02	....islmnpav.	299.8496	+40.8247	 1.07	 0.86
   84203	 6.39588	076.26	+05.92	299.7312	+40.8806	2rp701152n00.007	 	 	J195855.4+405250	 3.812e-02	...fislmnpav.	299.7312	+40.8806	 1.05	 1.93
   84278	 6.33855	076.26	+05.85	299.8104	+40.8458	2rp800622n00.028	 	 	J195914.5+405045	 2.972e-02	...fislm.pav.	299.8104	+40.8458	 1.00	 0.89
   84300	 6.31833	076.26	+05.83	299.8383	+40.8344	2rp800622n00.033	 	 	J195921.2+405003	 3.120e-02	...fislmnpav.	299.8383	+40.8344	 1.00	 0.94
   84188	 6.42156	076.27	+05.95	299.6954	+40.9008	2rp800622n00.012	 	 	J195846.9+405403	 3.649e-02	...fislm.pav.	299.6954	+40.9008	 1.00	 0.95
   84325	 6.29683	076.27	+05.80	299.8679	+40.8233	2rp701152n00.016	 	 	J195928.3+404924	 3.013e-02	...fislm.pav.	299.8679	+40.8233	 0.98	 0.93
   84217	 6.37757	076.27	+05.90	299.7558	+40.8769	2rp701152n00.008	 	 	J195901.4+405237	 3.063e-02	...fislmnpav.	299.7558	+40.8769	 1.86	 1.02
   84156	 6.47427	076.27	+06.02	299.6225	+40.9378	2rp800622n00.006	 	 	J195829.4+405616	 1.412e-02	...fislmnpav.	299.6225	+40.9378	 1.05	 0.88
   84366	 6.26912	076.27	+05.77	299.9058	+40.8117	2rp800622n00.042	 	 	J195937.3+404841	 2.670e-02	...fislm.pav.	299.9058	+40.8117	 1.11	 0.93
   84223	 6.37133	076.27	+05.90	299.7638	+40.8800	2rp800622n00.018	 	 	J195903.3+405248	 2.778e-02	...fislm.pav.	299.7638	+40.8800	 0.99	 0.97
   84179	 6.42795	076.28	+05.97	299.6854	+40.9192	2rp800622n00.008	 	 	J195844.5+405509	 2.476e-02	...fislmnpav.	299.6854	+40.9192	 1.04	 0.98
   84327	 6.29424	076.28	+05.81	299.8700	+40.8367	2rp800622n00.031	 	 	J195928.8+405012	 2.594e-02	...fislm.pav.	299.8700	+40.8367	 1.13	 0.97
   84198	 6.39692	076.28	+05.93	299.7279	+40.9028	2rp701152n00.003	 	 	J195854.6+405409	 3.788e-02	...fislmnpav.	299.7279	+40.9028	 0.96	 1.03
   84377	 6.26465	076.28	+05.77	299.9108	+40.8208	2rp701152n00.018	 	 	J195938.6+404915	 3.305e-03	...fislmnp.v.	299.9108	+40.8208	 0.71	 0.65
   84297	 6.31974	076.28	+05.84	299.8342	+40.8578	2rp800622n00.024	 	 	J195920.2+405128	 2.707e-02	...fislm.pav.	299.8342	+40.8578	 1.00	 0.91
   84166	 6.45520	076.29	+06.01	299.6471	+40.9467	2rp800622n00.004	 	 	J195835.3+405648	 1.530e-02	...fislmnpav.	299.6471	+40.9467	 0.93	 0.97
   84139	 6.51321	076.29	+06.08	299.5675	+40.9836	2rp800622n00.002	 	 	J195816.2+405901	 8.610e-03	.d..isl.np.v.	299.5675	+40.9836	 0.88	 0.08
   84285	 6.33104	076.29	+05.86	299.8179	+40.8722	2rp800622n00.020	 	 	J195916.2+405220	 2.308e-02	...fislm.pav.	299.8179	+40.8722	 1.01	 0.96
   84315	 6.30597	076.29	+05.83	299.8525	+40.8572	2rp701152n00.012	 	 	J195924.6+405126	 2.032e-02	.....sl.n..v.	299.8525	+40.8572	 0.97	 0.84
   84418	 6.22693	076.29	+05.73	299.9621	+40.8078	2rp800622n00.046	S	 	J195950.8+404828	 1.921e-02	.....sl....v.	299.9621	+40.8078	 0.99	 0.96
   84416	 6.22860	076.29	+05.74	299.9596	+40.8106	2rp701152n00.021	 	 	J195950.3+404838	 9.731e-03	.....sl.n..v.	299.9596	+40.8106	 0.00	 0.67
   84372	 6.26551	076.29	+05.78	299.9083	+40.8344	2rp800622n00.032	 	 	J195938.0+405003	 1.977e-02	...fislmnpav.	299.9083	+40.8344	 1.00	 0.93
   84247	 6.35674	076.30	+05.90	299.7817	+40.8964	2rp701152n00.006	 	 	J195907.6+405347	 2.139e-02	...fislmnpav.	299.7817	+40.8964	 1.03	 1.08
   85279	 3.67640	076.30	+01.33	304.7771	+38.4333	2rp200062n00.038	 	 	J201906.5+382600	 3.066e-03	.d..isl.np.v.	304.7771	+38.4333	 1.12	 0.83
   84240	 6.35910	076.30	+05.90	299.7775	+40.9092	2rp701152n00.002	 	 	J195906.6+405432	 2.199e-02	...fislmnpav.	299.7775	+40.9092	 0.99	 1.02
   84253	 6.35080	076.31	+05.90	299.7888	+40.9056	2rp800622n00.011	 	 	J195909.3+405420	 1.655e-02	...fislm.pav.	299.7888	+40.9056	 0.96	 0.89
   84472	 6.01663	076.31	+05.49	300.2538	+40.6944	2rp800622n00.071	S	 	J200100.9+404140	 1.131e-02	.d..isl..p.v.	300.2538	+40.6944	 0.00	 0.00
   84317	 6.30375	076.31	+05.84	299.8533	+40.8808	2rp800622n00.016	 	 	J195924.8+405251	 1.371e-02	...fislmnpav.	299.8533	+40.8808	 0.33	 1.21
   85787	 3.60874	076.32	+00.47	305.6905	+37.9547	2rp900158a00.003	 	 	J202245.7+375717	 1.208e-02	.d..isl.np.v.	305.6905	+37.9547	 0.63	 0.61
   84205	 6.38906	076.32	+05.95	299.7350	+40.9442	2rp800622n00.005	 	 	J195856.4+405639	 1.398e-02	.....sl.n..v.	299.7350	+40.9442	 0.92	 2.36
   84286	 6.32736	076.32	+05.88	299.8196	+40.9089	2rp800622n00.010	 	 	J195916.7+405432	 1.622e-02	...fislm.pav.	299.8196	+40.9089	 0.71	 0.56
   84294	 6.32217	076.32	+05.87	299.8267	+40.9064	2rp701152n00.005	 	 	J195918.4+405423	 6.324e-03	.....sl.n..v.	299.8267	+40.9064	 0.73	 0.29
   84436	 6.19165	076.33	+05.72	300.0067	+40.8292	2rp800622n00.035	 	 	J200001.6+404945	 8.412e-03	.....sl.n..v.	300.0067	+40.8292	 0.97	 0.91
   84394	 6.24984	076.33	+05.79	299.9258	+40.8692	2rp800622n00.021	 	 	J195942.1+405208	 1.071e-02	...fislmnpav.	299.9258	+40.8692	 1.09	 0.96
   84380	 6.25803	076.35	+05.81	299.9125	+40.8972	2rp701152n00.004	 	 	J195938.9+405350	 3.476e-03	........n....	299.9125	+40.8972	 1.07	 0.89
   84182	 6.41918	076.35	+06.01	299.6908	+41.0053	2rp800622n00.001	 	 	J195845.8+410018	 7.253e-03	.....sl.n..v.	299.6908	+41.0053	 0.47	 0.32
   84471	 6.01435	076.36	+05.52	300.2500	+40.7508	2rp701152n00.032	 	 	J200100.0+404502	 7.977e-03	.d..isl.np.v.	300.2500	+40.7508	 0.55	 0.76
   84415	 6.22358	076.36	+05.78	299.9583	+40.8956	2rp800622n00.013	 	 	J195950.0+405344	 7.512e-03	...fislmnpav.	299.9583	+40.8956	 0.94	 1.31
   84457	 6.06879	076.38	+05.60	300.1709	+40.8153	2rp800622n00.043	 	 	J200041.0+404855	 3.195e-03	.d..isl.np.v.	300.1709	+40.8153	 0.48	-0.06
   84332	 6.28005	076.39	+05.87	299.8779	+40.9669	2rp800622n00.003	 	 	J195930.7+405800	 4.241e-03	........n....	299.8779	+40.9669	 0.32	 0.68
   85821	 3.52155	076.41	+00.39	305.8375	+37.9867	2rp900158a01.001	S	 	J202321.0+375911	 3.607e-02	.d..isl..p.v.	305.8375	+37.9867	 0.67	 0.08
   84442	 6.17398	076.42	+05.76	300.0213	+40.9297	2rp800622n00.007	S	 	J200005.1+405547	 1.124e-02	.d..isl..p.v.	300.0213	+40.9297	 0.80	 0.73
   85823	 3.51239	076.42	+00.39	305.8425	+37.9950	2rp900158a00.002	S	 	J202322.2+375942	 4.245e-02	.d..isl..p.v.	305.8425	+37.9950	 0.59	 0.15
   84441	 6.17415	076.42	+05.76	300.0209	+40.9319	2rp701152n00.001	 	 	J200005.0+405555	 5.962e-03	........n....	300.0209	+40.9319	 0.86	-0.25
   85293	 3.56887	076.43	+01.40	304.7884	+38.5775	2rp200062n00.034	 	 	J201909.2+383439	 1.948e-03	........n....	304.7884	+38.5775	 0.55	 0.00
   85203	 3.57899	076.45	+01.55	304.6505	+38.6794	2rp200058n00.003	 	 	J201836.1+384046	 7.366e-03	........n....	304.6505	+38.6794	 0.14	 0.04
   85202	 3.57702	076.45	+01.55	304.6500	+38.6828	2rp200057n00.006	 	 	J201836.0+384057	 5.030e-03	........n....	304.6500	+38.6828	 0.84	 0.36
   85204	 3.57547	076.46	+01.55	304.6530	+38.6825	2rp200062n00.025	S	 	J201836.7+384057	 5.785e-03	.....sl....v.	304.6530	+38.6825	 0.13	-0.05
   85161	 3.58583	076.49	+01.71	304.5080	+38.8000	2rp200062n00.015	 	 	J201801.9+384800	 5.335e-03	.d..isl.np.v.	304.5080	+38.8000	 0.59	-0.10
   85226	 3.53280	076.49	+01.53	304.7046	+38.7014	2rp200062n00.024	 	 	J201849.1+384205	 1.349e-03	.....sl.n..v.	304.7046	+38.7014	 0.52	 0.45
   85472	 3.46532	076.51	+01.28	304.9784	+38.5744	2rp200062n00.035	 	 	J201954.8+383428	 2.957e-03	.....sl.n..v.	304.9784	+38.5744	 1.01	 0.68
   85300	 3.49760	076.51	+01.45	304.8021	+38.6700	2rp200062n00.026	S	 	J201912.5+384012	 3.285e-03	.....sl....v.	304.8021	+38.6700	 0.44	-0.06
   85255	 3.49659	076.53	+01.51	304.7500	+38.7161	2rp200062n00.022	 	 	J201900.0+384258	 2.046e-03	.....sl.n..v.	304.7500	+38.7161	 0.55	-0.18
   85486	 3.44737	076.53	+01.27	304.9984	+38.5842	2rp200062n00.033	 	 	J201959.6+383503	 1.691e-03	.....sl.n..v.	304.9984	+38.5842	 1.19	 0.45
   85358	 3.46818	076.53	+01.40	304.8671	+38.6589	2rp200062n00.028	S	 	J201928.1+383932	 2.629e-03	.....sl....v.	304.8671	+38.6589	 0.25	 0.18
   85164	 3.54201	076.54	+01.74	304.5184	+38.8600	2rp200058n00.001	 	 	J201804.4+385136	 8.234e-03	.d..isl.np.v.	304.5184	+38.8600	 0.20	-7.90
   85313	 3.44880	076.57	+01.47	304.8184	+38.7283	2rp200062n00.018	 	 	J201916.4+384342	 8.803e-04	.....sl.n..v.	304.8184	+38.7283	 0.86	 0.21
   85273	 3.45254	076.58	+01.52	304.7679	+38.7667	2rp200062n00.016	 	 	J201904.3+384600	 9.246e-04	.....sl.n..v.	304.7679	+38.7667	 0.99	 0.43
   85557	 3.39076	076.58	+01.23	305.0804	+38.6008	2rp200062n00.032	 	 	J202019.3+383603	 4.014e-03	.....sl.n..v.	305.0804	+38.6008	 1.35	 0.29
   85558	 3.39012	076.58	+01.23	305.0804	+38.6017	2rp200057n00.008	 	 	J202019.3+383606	 6.400e-03	........n....	305.0804	+38.6017	 0.97	 0.24
   85192	 3.47403	076.59	+01.66	304.6321	+38.8583	2rp200062n00.012	 	 	J201831.7+385130	 1.899e-03	....isl.n.av.	304.6321	+38.8583	 1.03	 2.65
   85379	 3.41048	076.60	+01.43	304.8821	+38.7308	2rp200058n00.002	S	 	J201931.7+384351	 2.181e-02	...........v.	304.8821	+38.7308	49.80	 0.76
   85384	 3.40982	076.60	+01.43	304.8842	+38.7300	2rp200057n00.003	S	 	J201932.2+384348	 3.584e-02	...........v.	304.8842	+38.7300	 1.10	 0.59
   85386	 3.40939	076.60	+01.43	304.8846	+38.7303	2rp200063n00.006	S	 	J201932.3+384349	 3.286e-02	.............	304.8846	+38.7303	 0.98	 0.65
   85188	 3.47292	076.60	+01.68	304.6209	+38.8708	2rp200057n00.001	 	 	J201829.0+385214	 6.032e-03	........n....	304.6209	+38.8708	41.40	 1.76
   85387	 3.40769	076.60	+01.43	304.8846	+38.7328	2rp200062n00.017	S	 	J201932.3+384358	 1.858e-02	.....sl....v.	304.8846	+38.7328	 0.96	 0.36
   85521	 3.37389	076.60	+01.29	305.0384	+38.6567	2rp200062n00.029	 	 	J202009.2+383924	 3.218e-03	.....sl.n..v.	305.0384	+38.6567	 0.69	-0.43
   85190	 3.46535	076.61	+01.68	304.6250	+38.8789	2rp200062n00.009	 	 	J201830.0+385243	 3.829e-03	.d..isl.npav.	304.6250	+38.8789	 1.05	-0.01
   85653	 3.33442	076.61	+01.10	305.2396	+38.5617	2rp200058n00.004	S	 	J202057.5+383342	 4.819e-02	.d..isl..p.v.	305.2396	+38.5617	 0.40	 0.31
   85572	 3.35491	076.61	+01.24	305.0942	+38.6403	2rp200062n00.030	 	 	J202022.6+383825	 1.748e-03	.....sl.n..v.	305.0942	+38.6403	 0.84	 0.65
   85654	 3.33256	076.62	+01.11	305.2396	+38.5642	2rp200057n00.009	S	 	J202057.5+383351	 4.307e-02	.d..isl..p.v.	305.2396	+38.5642	 0.24	 0.26
   85657	 3.33186	076.62	+01.10	305.2425	+38.5631	2rp200063n00.010	S	 	J202058.2+383347	 5.077e-02	.d..isl..p.v.	305.2425	+38.5631	 0.30	 0.02
   85659	 3.32975	076.62	+01.10	305.2434	+38.5653	2rp200062n00.036	S	 	J202058.4+383355	 3.542e-02	.d..isl..p.v.	305.2434	+38.5653	 0.48	 0.03
   85550	 3.34799	076.63	+01.27	305.0729	+38.6664	2rp200057n00.007	 	 	J202017.5+383958	 4.625e-03	.....sl.n..v.	305.0729	+38.6664	 0.51	-0.64
   85555	 3.34580	076.63	+01.27	305.0783	+38.6653	2rp200062n00.027	 	 	J202018.8+383955	 3.167e-03	...fislmnp.v.	305.0783	+38.6653	 0.07	-0.46
   85559	 3.34465	076.63	+01.27	305.0804	+38.6653	2rp200063n00.009	 	 	J202019.3+383955	 8.169e-03	.....sl.n..v.	305.0804	+38.6653	 0.04	-0.14
   85455	 3.34955	076.65	+01.40	304.9579	+38.7567	2rp200057n00.002	S	 	J201949.9+384524	 1.400e-02	.............	304.9579	+38.7567	 2.35	 0.26
   85576	 3.31751	076.66	+01.27	305.0975	+38.6903	2rp200063n00.007	 	 	J202023.4+384125	 1.720e-02	.....sl.n..v.	305.0975	+38.6903	 1.10	 1.51
   85564	 3.31704	076.66	+01.28	305.0863	+38.6997	2rp200057n00.005	 	 	J202020.7+384159	 8.787e-03	.....sl.n..v.	305.0863	+38.6997	 2.10	 0.42
   85567	 3.31596	076.66	+01.28	305.0875	+38.7003	2rp200062n00.023	S	 	J202021.0+384201	 1.448e-02	....islm.pav.	305.0875	+38.7003	 1.02	 0.68
   85253	 3.38645	076.67	+01.60	304.7484	+38.8861	2rp200063n00.003	 	 	J201859.6+385310	 7.335e-03	........n....	304.7484	+38.8861	 0.64	-0.16
   85262	 3.38047	076.67	+01.60	304.7584	+38.8861	2rp200062n00.008	 	 	J201902.0+385310	 2.164e-03	........n....	304.7584	+38.8861	 0.76	-0.18
   85623	 3.28899	076.68	+01.21	305.1688	+38.6756	2rp200063n00.008	 	 	J202040.5+384032	 6.975e-03	.....sl.n..v.	305.1688	+38.6756	 0.61	 2.22
   85570	 3.29928	076.68	+01.29	305.0904	+38.7217	2rp200062n00.020	 	 	J202021.7+384318	 1.959e-03	...fislmnpav.	305.0904	+38.7217	 1.16	 1.20
   85601	 3.27932	076.69	+01.26	305.1379	+38.7128	2rp200057n00.004	S	 	J202033.1+384246	 1.041e-02	.....sl....v.	305.1379	+38.7128	 2.20	 0.55
   84955	 4.13804	076.70	+03.27	302.9809	+39.8414	2rp400157n00.020	S	 	J201155.4+395029	 1.227e-02	.d..isl..p.v.	302.9809	+39.8414	 0.90	 0.43
   85504	 3.27940	076.72	+01.39	305.0142	+38.8125	2rp200062n00.014	 	 	J202003.4+384845	 1.434e-03	........n....	305.0142	+38.8125	 0.01	-0.19
   85634	 3.24431	076.73	+01.23	305.1863	+38.7247	2rp200062n00.019	 	 	J202044.7+384328	 1.794e-03	.....sl.n..v.	305.1863	+38.7247	 1.14	 0.21
   85435	 3.28953	076.73	+01.47	304.9413	+38.8600	2rp200063n00.004	 	 	J201945.9+385136	 5.935e-03	........n....	304.9413	+38.8600	 0.25	 1.51
   85436	 3.28836	076.73	+01.47	304.9417	+38.8614	2rp200062n00.011	S	 	J201946.0+385141	 3.638e-03	.....sl....v.	304.9417	+38.8614	 0.65	-0.40
   85373	 3.30019	076.73	+01.53	304.8771	+38.9011	2rp200063n00.002	 	 	J201930.5+385404	 4.985e-03	........n....	304.8771	+38.9011	 0.38	-0.73
   85375	 3.29947	076.74	+01.53	304.8780	+38.9014	2rp200062n00.007	 	 	J201930.7+385405	 3.053e-03	.....sl.n..v.	304.8780	+38.9014	 0.08	-0.57
   84966	 4.01577	076.74	+03.12	303.1725	+39.7872	2rp400157n00.021	 	 	J201241.4+394714	 1.116e-02	........n....	303.1725	+39.7872	 1.24	 0.98
   85635	 3.23101	076.74	+01.23	305.1929	+38.7383	2rp200063n00.005	 	 	J202046.3+384418	 5.142e-03	.....sl.n..v.	305.1929	+38.7383	 0.94	 0.77
   85665	 3.21438	076.75	+01.18	305.2550	+38.7144	2rp200062n00.021	 	 	J202101.2+384252	 4.766e-03	.d..isl.np.v.	305.2550	+38.7144	 0.92	 0.86
   85765	 3.16629	076.76	+00.84	305.6234	+38.5292	2rp200062n00.037	S	 	J202229.6+383145	 1.162e-02	.............	305.6234	+38.5292	 0.14	-0.15
   85483	 3.25104	076.76	+01.44	304.9900	+38.8753	2rp200062n00.010	 	 	J201957.6+385231	 1.370e-03	.....sl.n..v.	304.9900	+38.8753	 2.15	-0.31
   85368	 3.26348	076.78	+01.57	304.8738	+38.9611	2rp200062n00.006	 	 	J201929.7+385739	 1.577e-03	.....sl.n..v.	304.8738	+38.9611	 0.34	-0.01
   85584	 3.20811	076.78	+01.34	305.1129	+38.8347	2rp200062n00.013	 	 	J202027.1+385004	 1.458e-03	........n....	305.1129	+38.8347	 0.65	 1.02
   85369	 3.23264	076.82	+01.59	304.8738	+39.0097	2rp200062n00.004	 	 	J201929.7+390035	 2.862e-03	.d..isl.np.v.	304.8738	+39.0097	 1.07	 0.61
   85374	 3.20204	076.86	+01.62	304.8775	+39.0550	2rp200062n00.003	 	 	J201930.6+390318	 4.499e-03	.d..isl.np.v.	304.8775	+39.0550	 0.68	-0.41
   85512	 3.15740	076.87	+01.48	305.0271	+38.9844	2rp200062n00.005	 	 	J202006.5+385904	 2.080e-03	........n....	305.0271	+38.9844	 0.88	 0.66
   85006	 3.75729	076.93	+02.95	303.4975	+39.8564	2rp400157n00.019	 	 	J201359.4+395123	 4.914e-03	.....sl.n..v.	303.4975	+39.8564	 0.83	-0.37
   84969	 3.89054	076.96	+03.19	303.2492	+40.0142	2rp400157n00.016	 	 	J201259.8+400050	 4.473e-03	.....sl.n..v.	303.2492	+40.0142	 0.06	 0.20
   85019	 3.71315	076.96	+02.91	303.5555	+39.8628	2rp400157n00.018	 	 	J201413.3+395146	 6.601e-03	.d..isl.np.v.	303.5555	+39.8628	 0.72	-0.26
   84972	 3.85762	077.00	+03.19	303.2838	+40.0411	2rp400157n00.012	S	 	J201308.1+400228	 6.932e-01	....islm.p.v.	303.2838	+40.0411	-0.99	-0.64
   84980	 3.82570	077.01	+03.16	303.3279	+40.0392	2rp400157n00.013	 	 	J201318.7+400221	 2.162e-02	...fislm.p.v.	303.3279	+40.0392	 0.00	 0.64
   84988	 3.77895	077.02	+03.09	303.4029	+40.0097	2rp400157n00.017	 	 	J201336.7+400035	 4.318e-03	...fislmnp.v.	303.4029	+40.0097	 2.26	-0.30
   84971	 3.86125	077.04	+03.25	303.2529	+40.1131	2rp500208n00.007	S	 	J201300.7+400647	 1.281e-01	.d..isl..p.v.	303.2529	+40.1131	 0.00	 0.00
   84973	 3.83911	077.05	+03.22	303.2855	+40.1056	2rp500207n00.052	S	 	J201308.5+400620	 1.271e-01	.d..isl..p.v.	303.2855	+40.1056	-0.28	 0.05
   84986	 3.77217	077.05	+03.12	303.3963	+40.0508	2rp400157n00.011	 	 	J201335.1+400303	 2.722e-02	...fislmnpav.	303.3963	+40.0508	 0.70	 0.40
   84994	 3.75786	077.05	+03.10	303.4200	+40.0397	2rp400157n00.014	 	 	J201340.8+400222	 3.490e-02	....islmnpav.	303.4200	+40.0397	 0.94	-0.81
   85007	 3.70356	077.07	+03.04	303.5000	+40.0242	2rp400157n00.015	 	 	J201400.0+400127	 4.669e-03	.....sl.n..v.	303.5000	+40.0242	 0.88	 0.52
   84997	 3.73175	077.08	+03.09	303.4500	+40.0542	2rp400157n00.010	 	 	J201348.0+400314	 3.373e-02	...fislmnpav.	303.4500	+40.0542	 0.62	-0.59
   84995	 3.74300	077.09	+03.12	303.4229	+40.0858	2rp400157n00.009	 	 	J201341.5+400509	 3.783e-03	...fislmnp.v.	303.4229	+40.0858	 1.33	 0.00
   85265	 3.07350	077.10	+01.89	304.7596	+39.4050	2rp200062n00.002	 	 	J201902.3+392418	 1.095e-02	...fisl..pav.	304.7596	+39.4050	 0.57	 0.01
   84981	 3.78945	077.12	+03.22	303.3346	+40.1581	2rp400157n00.005	 	 	J201320.3+400929	 3.916e-03	.....sl.n..v.	303.3346	+40.1581	 0.08	 0.11
   84963	 3.90938	077.12	+03.40	303.1392	+40.2667	2rp400157n00.002	S	 	J201233.4+401600	 3.102e-02	.............	303.1392	+40.2667	 0.81	-0.10
   85003	 3.69734	077.13	+03.09	303.4809	+40.0967	2rp400157n00.008	 	 	J201355.4+400548	 5.045e-03	.....sl.n..v.	303.4809	+40.0967	 0.52	 0.34
   84993	 3.72940	077.14	+03.16	303.4188	+40.1492	2rp400157n00.006	 	 	J201340.5+400857	 4.377e-03	.....sl.n..v.	303.4188	+40.1492	 3.70	 0.12
   84985	 3.74340	077.15	+03.19	303.3904	+40.1772	2rp400157n00.003	 	 	J201333.7+401038	 4.523e-03	.....sl.n..v.	303.3904	+40.1772	 0.00	-0.09
   85326	 3.00678	077.16	+01.87	304.8284	+39.4458	2rp200062n00.001	S	 	J201918.8+392645	 1.486e-02	.d..islm.pav.	304.8284	+39.4458	 0.78	-0.16
   85309	 3.00339	077.18	+01.89	304.8125	+39.4719	2rp200063n00.001	S	 	J201915.0+392819	 7.910e-02	....isl..p.v.	304.8125	+39.4719	 0.93	-0.10
   85011	 3.65402	077.18	+03.09	303.5217	+40.1467	2rp400157n00.007	 	 	J201405.2+400848	 2.062e-02	.....sl.n..v.	303.5217	+40.1467	 0.89	 0.37
   85333	 2.96838	077.22	+01.90	304.8388	+39.5058	2rp500245n00.089	S	 	J201921.3+393021	 1.587e-02	.d..isl..p.v.	304.8388	+39.5058	 1.00	-0.01
   85316	 2.97433	077.22	+01.91	304.8200	+39.5183	2rp400386n00.070	S	 	J201916.8+393106	 2.909e-02	.d..isl..p.v.	304.8200	+39.5183	 0.36	 0.10
   85028	 3.56167	077.24	+03.02	303.6442	+40.1542	2rp400157n00.004	 	 	J201434.6+400915	 3.538e-02	.de.isl.np.v.	303.6442	+40.1542	 0.68	 0.51
   84921	 4.26910	077.33	+04.06	302.5571	+40.8006	2rp500208n00.006	 	 	J201013.7+404802	 5.889e-03	........n....	302.5571	+40.8006	 1.02	 0.37
   85040	 3.48740	077.41	+03.09	303.6875	+40.3300	2rp400157n00.001	S	 	J201445.0+401947	 3.132e-02	....isl..p.v.	303.6875	+40.3300	 0.86	 0.31
   85042	 3.48027	077.42	+03.09	303.6954	+40.3358	2rp500207n00.051	S	 	J201446.9+402009	 1.930e-02	.d..isl..p.v.	303.6954	+40.3358	 0.75	 0.28
