#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T17:28:20
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml17705
#INFO	CatalogsExamined=6
#  6 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=2125
#Name: II/125
#Title:	IRAS catalogue of Point Sources, Version 2.0 (IPAC 1986)
#Table	II_125_main:
#Name: II/125/main
#Title:	IRAS Point Sources
#Coosys	B1950_1983.500:	eq_FK4 1950_1983.500
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F8.5)	Distance from center (RA1950=20 30 59.8, DE1950=+40 49 43)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F8.4)	Right ascension (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F8.4)	Declination (FK5) Equinox=J2000.0 Epoch=J1983.5 (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	IRAS	(A11)	IRAS source name        (link)	[ucd=ID_MAIN]
#Column	RA1950	(A10)	Hours RA, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_RA_MAIN]
#Column	DE1950	(A9)	Degrees Dec, equinox 1950.0, epoch 1983.5	[ucd=POS_EQ_DEC_MAIN]
#Column	Fnu_12	(E9.2)	Average non-color corrected flux density, 12um	[ucd=PHOT_FLUX_IR_12]
#Column	Fnu_25	(E9.2)	Average non-color corrected flux density, 25um	[ucd=PHOT_FLUX_IR_25]
#Column	Fnu_60	(E9.2)	Average non-color corrected flux density, 60um	[ucd=PHOT_FLUX_IR_60]
#Column	Fnu_100	(E9.2)	Average non-color corrected flux density, 100um	[ucd=PHOT_FLUX_IR_100]
#Column	FQual_12	(I1)	Flux density quality, 12um	[ucd=CODE_QUALITY]
#Column	FQual_25	(I1)	Flux density quality, 25um	[ucd=CODE_QUALITY]
#Column	FQual_60	(I1)	Flux density quality, 60um	[ucd=CODE_QUALITY]
#Column	FQual_100	(I1)	Flux density quality, 100um	[ucd=CODE_QUALITY]
#Column	NLRS	(I2)	Number of significant LRS spectra        (link)	[ucd=NUMBER]
#Column	NID	(I2)	Number of positional associations        (link)	[ucd=NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	IRAS	RA1950	DE1950	Fnu_12	Fnu_25	Fnu_60	Fnu_100	FQual_12	FQual_25	FQual_60	FQual_100	NLRS	NID
  221890	 1.84366	078.64	-00.66	308.5934	+39.1811	20325+3900 	20 32 31.2	+39 00 30	 7.46e-01	 1.42e+00	 1.11e+01	 6.74e+01	1	1	3	2	 0	 0
  214262	 5.53891	078.64	+06.06	301.2325	+42.9698	20032+4249 	20 03 15.2	+42 49 35	 2.07e-01	 2.40e-01	 3.18e+00	 1.18e+01	2	3	2	2	 0	 0
  224279	 4.80900	078.64	-03.97	311.9246	+37.1559	20457+3658 	20 45 45.8	+36 58 15	 4.00e-01	 2.55e-01	 2.44e+00	 1.61e+01	3	1	1	1	 0	 0
  219016	 2.04855	078.64	+02.27	305.4916	+40.8907	20201+4043 	20 20 11.3	+40 43 48	 1.79e+00	 7.60e-01	 9.26e+00	 1.17e+02	1	2	3	1	 0	 0
  225990	 7.66889	078.65	-06.89	314.7303	+35.2981	20569+3506 	20 56 55.1	+35 06 11	 2.50e-01	 4.28e-01	 4.88e-01	 2.74e+00	1	1	1	3	 0	 0
  220047	 1.44531	078.65	+01.37	306.4763	+40.3829	20241+4013 	20 24 06.2	+40 13 06	 2.23e+00	 2.56e+00	 3.13e+01	 7.08e+01	3	1	1	2	 0	 0
  221613	 1.62190	078.66	-00.35	308.2827	+39.3793	20312+3912 	20 31 17.1	+39 12 28	 1.19e+00	 1.54e+00	 4.45e+01	 3.03e+02	2	3	1	1	 0	 0
  220482	 1.28957	078.66	+00.92	306.9550	+40.1234	20260+3957 	20 26 00.4	+39 57 25	 2.75e+00	 4.72e+00	 7.24e+01	 1.38e+02	2	2	3	1	 0	 0
  220721	 1.26271	078.66	+00.67	307.2153	+39.9833	20270+3948 	20 27 02.5	+39 48 57	 2.98e+02	 1.90e+02	 6.07e+01	 9.69e+01	3	3	3	1	 0	 7
  218419	 2.47051	078.66	+02.79	304.9323	+41.2018	20179+4102 	20 17 57.9	+41 02 36	 1.36e+00	 2.15e+00	 1.97e+01	 7.52e+01	1	1	1	3	 0	 0
  224460	 5.06389	078.66	-04.24	312.2037	+37.0030	20468+3649 	20 46 52.4	+36 49 01	 8.88e-01	 2.50e-01	 1.11e+00	 4.71e+00	1	1	1	3	 0	 0
  219702	 1.62432	078.66	+01.70	306.1278	+40.5791	20227+4024 	20 22 43.1	+40 24 57	 2.53e+00	 3.01e+00	 8.42e+00	 1.50e+02	1	1	3	1	 0	 2
  208712	 9.32579	078.66	+09.91	296.6264	+44.9319	19449+4448 	19 44 56.1	+44 48 29	 1.73e+00	 4.99e-01	 4.00e-01	 2.11e+00	3	3	1	1	 0	 0
  216994	 3.56124	078.66	+04.00	303.5963	+41.8806	20126+4143 	20 12 39.2	+41 43 39	 6.00e-01	 9.47e-01	 9.19e+00	 1.12e+02	2	2	3	1	 0	 1
  226141	 7.96971	078.67	-07.20	315.0286	+35.1102	20581+3454 	20 58 06.3	+34 54 51	 2.50e-01	 2.50e-01	 7.53e-01	 3.73e+00	1	1	3	3	 0	 1
  219566	 1.69229	078.67	+01.81	306.0125	+40.6480	20222+4029 	20 22 15.6	+40 29 07	 2.25e+00	 2.76e+00	 7.21e+00	 1.44e+02	1	1	3	1	 0	 1
  214308	 5.51697	078.67	+06.04	301.2716	+42.9861	20034+4250 	20 03 24.6	+42 50 33	 8.60e-01	 2.42e-01	 4.35e+00	 1.34e+01	1	3	1	2	 0	 0
  216903	 3.62459	078.67	+04.07	303.5225	+41.9242	20123+4146 	20 12 21.6	+41 46 17	 7.57e-01	 1.18e+00	 2.00e+01	 6.27e+01	3	3	1	1	 0	 0
  219370	 1.81448	078.67	+01.99	305.8217	+40.7573	20215+4035 	20 21 30.1	+40 35 43	 1.20e+00	 2.87e+00	 1.77e+01	 5.25e+01	3	1	1	2	 0	 6
  222722	 2.63970	078.68	-01.66	309.6484	+38.6062	20367+3825 	20 36 42.9	+38 25 46	 2.33e+00	 1.26e+00	 1.08e+01	 2.20e+02	3	3	1	1	 0	 0
  219896	 1.51673	078.68	+01.53	306.3109	+40.4975	20234+4020 	20 23 26.8	+40 20 01	 1.66e+00	 3.12e+00	 5.38e+01	 1.27e+02	2	3	2	1	 0	 1
  221097	 1.31146	078.68	+00.26	307.6688	+39.7525	20288+3934 	20 28 50.7	+39 35 00	 3.50e+00	 9.00e+00	 1.01e+02	 3.16e+02	3	3	1	1	 0	 0
  226940	 9.54516	078.68	-08.80	316.4961	+34.0713	21039+3352 	21 03 56.4	+33 52 13	 3.90e-01	 5.92e-01	 4.00e-01	 1.80e+00	3	1	1	1	 0	 2
  222696	 2.59706	078.68	-01.61	309.6018	+38.6365	20365+3827 	20 36 31.8	+38 27 36	 3.89e-01	 8.56e-01	 1.65e+01	 1.28e+02	3	2	1	2	 0	 0
  217236	 3.38254	078.68	+03.82	303.8146	+41.7882	20135+4138 	20 13 31.3	+41 38 03	 1.67e+00	 1.98e+00	 4.19e+01	 1.65e+02	2	2	3	2	 0	 3
  216872	 3.65327	078.68	+04.11	303.4909	+41.9497	20122+4147 	20 12 14.1	+41 47 49	 6.95e-01	 1.12e+00	 9.84e+00	 5.07e+01	3	3	1	3	 0	 1
  216424	 3.99215	078.68	+04.46	303.0877	+42.1472	20106+4159 	20 10 37.9	+41 59 46	 4.67e-01	 3.34e-01	 5.03e+00	 3.45e+01	1	3	1	1	 0	 0
  221836	 1.74674	078.68	-00.56	308.5256	+39.2711	20322+3905 	20 32 15.1	+39 05 55	 1.96e+01	 1.71e+01	 3.01e+01	 2.55e+02	3	3	1	1	 3	 0
  213702	 5.94024	078.68	+06.48	300.7715	+43.2251	20014+4305 	20 01 25.3	+43 05 01	 2.50e-01	 2.60e-01	 7.20e+00	 3.14e+01	1	3	1	1	 0	 0
  221557	 1.53376	078.69	-00.24	308.2003	+39.4662	20309+3917 	20 30 57.5	+39 17 42	 1.01e+00	 1.01e+00	 2.76e+01	 7.33e+01	3	2	1	2	 0	 0
  221243	 1.35420	078.69	+00.10	307.8443	+39.6732	20295+3930 	20 29 32.6	+39 30 12	 4.43e+00	 2.27e+00	 1.33e+01	 3.02e+02	3	3	2	1	 0	 0
  218558	 2.36429	078.69	+02.69	305.0712	+41.1699	20185+4100 	20 18 31.1	+41 00 39	 1.73e+00	 9.92e-01	 1.17e+01	 8.56e+01	1	3	3	1	 0	 0
  219422	 1.77630	078.69	+01.95	305.8735	+40.7531	20217+4035 	20 21 42.5	+40 35 27	 1.64e+00	 2.65e+00	 9.55e+00	 9.65e+01	1	3	3	1	 0	 2
  221515	 1.49800	078.69	-00.19	308.1520	+39.5024	20307+3919 	20 30 46.0	+39 19 53	 9.65e-01	 2.50e+00	 1.31e+02	 1.97e+02	1	3	1	1	 0	 0
  220182	 1.35573	078.69	+01.25	306.6331	+40.3474	20247+4010 	20 24 43.7	+40 10 56	 2.29e+00	 1.94e+00	 1.79e+01	 1.03e+02	1	3	2	1	 0	 0
  214360	 5.49275	078.70	+06.02	301.3145	+43.0030	20035+4251 	20 03 34.9	+42 51 33	 2.53e-01	 3.28e-01	 4.56e+00	 1.42e+01	2	3	1	1	 0	 0
  217154	 3.45158	078.70	+03.90	303.7389	+41.8532	20132+4141 	20 13 13.3	+41 41 58	 1.31e+00	 1.48e+00	 1.73e+01	 2.01e+02	1	1	3	1	 0	 1
  215087	 4.96939	078.70	+05.49	301.9369	+42.7178	20060+4234 	20 06 03.4	+42 34 17	 7.42e-01	 3.08e-01	 2.38e+00	 1.19e+02	3	1	1	1	 0	 1
  223237	 3.31114	078.70	-02.41	310.4279	+38.1685	20398+3759 	20 39 48.9	+37 59 20	 3.39e-01	 7.87e-01	 3.37e+00	 3.87e+01	3	1	1	1	 0	 1
  226409	 8.50850	078.70	-07.75	315.5637	+34.7765	21002+3434 	21 00 14.0	+34 34 43	 6.63e+00	 1.80e+00	 4.00e-01	 5.22e+00	3	3	1	1	 0	 5
  220641	 1.22532	078.70	+00.79	307.1240	+40.0874	20266+3955 	20 26 40.8	+39 55 13	 2.37e+00	 4.17e+00	 6.69e+01	 2.26e+02	2	3	1	3	 0	 1
  221030	 1.25751	078.70	+00.35	307.5872	+39.8322	20285+3939 	20 28 31.3	+39 39 48	 1.05e+00	 4.92e+00	 5.77e+01	 3.16e+02	2	3	3	1	 0	 0
  217471	 3.21181	078.71	+03.64	304.0281	+41.7157	20143+4133 	20 14 22.3	+41 33 39	 9.46e-01	 1.33e+00	 1.91e+01	 1.62e+02	3	3	1	1	 0	 1
  208236	 9.64890	078.71	+10.24	296.2443	+45.1300	19434+4500 	19 43 25.0	+45 00 28	 2.96e+00	 7.24e-01	 4.00e-01	 1.90e+00	3	3	1	1	 0	 6
  223050	 3.01475	078.71	-02.09	310.1139	+38.3693	20385+3811 	20 38 34.0	+38 11 27	 4.02e-01	 5.67e-01	 8.04e+00	 1.96e+02	2	3	1	1	 0	 0
  225334	 6.46649	078.71	-05.68	313.6378	+36.1243	20525+3555 	20 52 34.6	+35 55 59	 2.50e-01	 4.95e-01	 1.99e+00	 9.65e+00	1	1	3	3	 0	 0
  222583	 2.44112	078.71	-01.45	309.4695	+38.7616	20360+3835 	20 36 00.3	+38 35 08	 3.53e-01	 1.12e+00	 7.34e+00	 6.50e+01	3	1	1	1	 0	 0
  216550	 3.90404	078.72	+04.38	303.2076	+42.1385	20111+4159 	20 11 06.6	+41 59 13	 2.50e-01	 2.37e-01	 7.46e+00	 5.60e+01	1	3	1	2	 0	 1
  220959	 1.21817	078.72	+00.45	307.5061	+39.9022	20281+3944 	20 28 12.0	+39 44 01	 1.73e+00	 2.34e+00	 2.90e+01	 2.39e+02	3	3	1	1	 0	 0
  213107	 6.39381	078.72	+06.95	300.2485	+43.5071	19593+4322 	19 59 20.6	+43 22 04	 7.02e-01	 2.50e-01	 8.16e+00	 7.71e+01	3	1	1	1	 0	 1
  217439	 3.24371	078.73	+03.68	303.9956	+41.7559	20142+4136 	20 14 14.6	+41 36 04	 1.48e+00	 9.50e-01	 1.97e+01	 3.98e+02	1	3	1	1	 0	 2
  216601	 3.86876	078.73	+04.35	303.2520	+42.1251	20112+4158 	20 11 17.2	+41 58 24	 3.44e-01	 6.43e-01	 7.46e+00	 5.83e+01	3	3	1	2	 0	 0
  213801	 5.88991	078.73	+06.44	300.8545	+43.2447	20017+4306 	20 01 45.2	+43 06 10	 3.04e-01	 2.61e-01	 2.71e+00	 1.97e+01	1	3	3	1	 0	 1
  225252	 6.31178	078.73	-05.53	313.5040	+36.2357	20520+3602 	20 52 02.7	+36 02 42	 2.90e-01	 2.50e-01	 5.99e-01	 1.08e+01	1	1	3	1	 0	 0
  216240	 4.14303	078.73	+04.64	302.9275	+42.2832	20099+4207 	20 09 59.8	+42 07 58	 3.80e-01	 3.21e-01	 2.72e+01	 1.20e+02	2	3	1	1	 0	 0
  216874	 3.66685	078.73	+04.14	303.4922	+42.0097	20122+4151 	20 12 14.5	+41 51 25	 1.86e+00	 1.22e+00	 4.78e+00	 8.41e+01	1	1	3	1	 0	 1
  224543	 5.13559	078.73	-04.33	312.3478	+37.0002	20474+3648 	20 47 26.9	+36 48 49	 2.96e-01	 2.50e-01	 1.28e+00	 7.48e+00	1	1	3	2	 0	 1
  215232	 4.87456	078.73	+05.40	302.0628	+42.6955	20065+4232 	20 06 33.5	+42 32 55	 3.17e-01	 2.93e-01	 1.67e+00	 4.06e+01	1	1	3	1	 0	 0
  223535	 3.67776	078.73	-02.81	310.8566	+37.9465	20415+3745 	20 41 31.2	+37 45 55	 3.51e-01	 2.50e-01	 1.39e+00	 9.22e+00	1	1	3	3	 0	 0
  219866	 1.50995	078.74	+01.60	306.2815	+40.5872	20233+4025 	20 23 19.9	+40 25 24	 1.56e+00	 7.47e+00	 2.13e+01	 1.34e+02	1	2	3	1	 0	 1
  218534	 2.38910	078.74	+02.74	305.0444	+41.2389	20184+4104 	20 18 24.8	+41 04 48	 7.34e-01	 1.27e+00	 1.19e+01	 8.56e+01	3	3	2	1	 0	 0
  208926	 9.21359	078.74	+09.81	296.8042	+44.9463	19456+4449 	19 45 38.7	+44 49 18	 4.26e-01	 2.50e-01	 4.56e-01	 2.47e+00	3	1	1	1	 0	 0
  223031	 2.95405	078.74	-02.04	310.0818	+38.4247	20384+3814 	20 38 26.4	+38 14 47	 4.26e-01	 4.49e-01	 8.04e+00	 2.35e+01	2	2	3	2	 0	 0
  220403	 1.24765	078.74	+01.07	306.8575	+40.2797	20256+4006 	20 25 37.3	+40 06 49	 1.02e+00	 1.28e+00	 2.17e+01	 1.69e+02	3	1	1	1	 0	 0
  214963	 5.07061	078.74	+05.60	301.8343	+42.8118	20056+4239 	20 05 39.0	+42 39 57	 4.20e-01	 2.50e-01	 1.52e+01	 1.36e+02	3	1	1	1	 0	 0
  213939	 5.80700	078.74	+06.36	300.9591	+43.2118	20021+4304 	20 02 10.2	+43 04 10	 3.86e-01	 2.38e-01	 2.15e+00	 8.72e+01	1	3	3	1	 0	 0
  219359	 1.81018	078.74	+02.04	305.8132	+40.8439	20214+4040 	20 21 28.2	+40 40 55	 8.07e-01	 6.44e+00	 1.98e+01	 1.46e+02	3	2	2	1	 0	 2
  222018	 1.83970	078.74	-00.74	308.7633	+39.2114	20331+3902 	20 33 11.9	+39 02 17	 1.29e+00	 6.53e-01	 1.07e+01	 2.52e+02	3	3	1	1	 0	 0
  208608	 9.42765	078.74	+10.02	296.5393	+45.0552	19445+4455 	19 44 35.5	+44 55 54	 5.65e-01	 2.50e-01	 4.00e-01	 2.04e+00	3	1	1	1	 0	 3
  214130	 5.67117	078.74	+06.22	301.1226	+43.1419	20028+4259 	20 02 49.2	+42 59 56	 1.21e+00	 7.61e-01	 1.66e+00	 5.04e+01	1	1	3	1	 0	 0
  218367	 2.51314	078.75	+02.89	304.8900	+41.3278	20178+4110 	20 17 48.0	+41 10 10	 1.88e+00	 1.21e+00	 1.26e+01	 1.17e+02	1	2	3	1	 0	 0
  222249	 2.05590	078.75	-01.02	309.0475	+39.0492	20343+3852 	20 34 19.7	+38 52 29	 5.74e-01	 7.78e-01	 2.29e+01	 1.56e+02	3	3	1	1	 0	 0
  213712	 5.96443	078.76	+06.52	300.7779	+43.3093	20014+4310 	20 01 27.0	+43 10 04	 3.26e-01	 2.84e-01	 4.74e+00	 8.04e+01	1	3	2	1	 0	 1
  216776	 3.74221	078.76	+04.23	303.4123	+42.0802	20119+4155 	20 11 55.5	+41 55 40	 6.51e-01	 1.12e+00	 1.66e+01	 2.41e+02	3	1	1	1	 0	 0
  222127	 1.91954	078.76	-00.86	308.8910	+39.1547	20337+3858A	20 33 42.4	+38 58 51	 1.76e+00	 1.41e+00	 9.01e+00	 5.96e+01	1	1	3	1	 0	 0
  224303	 4.71659	078.76	-03.90	311.9523	+37.2869	20458+3706 	20 45 52.6	+37 06 06	 8.32e-01	 3.51e-01	 2.16e+00	 1.57e+01	3	1	1	1	 0	 0
  220097	 1.36361	078.76	+01.38	306.5391	+40.4748	20243+4018 	20 24 21.4	+40 18 36	 2.84e+00	 2.37e+00	 3.13e+01	 1.24e+02	3	1	1	1	 0	 1
  218903	 2.11104	078.76	+02.43	305.4030	+41.0798	20198+4055 	20 19 50.4	+40 55 10	 1.46e+00	 1.28e+00	 7.29e+01	 2.82e+02	2	3	1	1	 0	 0
  214460	 5.44570	078.76	+05.99	301.3982	+43.0352	20039+4253 	20 03 55.0	+42 53 28	 3.67e-01	 3.39e-01	 3.81e+00	 1.71e+01	1	3	1	2	 0	 0
  219532	 1.69344	078.76	+01.90	305.9786	+40.7812	20221+4037 	20 22 07.7	+40 37 07	 2.00e+00	 1.85e+00	 2.28e+01	 3.85e+01	1	1	1	3	 0	 2
  220582	 1.17969	078.76	+00.90	307.0606	+40.1980	20264+4001 	20 26 25.8	+40 01 52	 1.26e+00	 2.02e+00	 4.76e+01	 2.14e+02	1	3	1	1	 0	 0
  219788	 1.53920	078.77	+01.69	306.2162	+40.6591	20230+4029 	20 23 04.4	+40 29 44	 2.47e+00	 1.31e+01	 1.41e+02	 1.34e+02	1	3	1	3	 0	 1
  220873	 1.15595	078.77	+00.59	307.3888	+40.0223	20277+3951 	20 27 44.1	+39 51 15	 1.35e+00	 1.30e+00	 6.77e+01	 1.61e+02	3	2	1	2	 0	 0
  220200	 1.30792	078.77	+01.29	306.6476	+40.4289	20247+4015 	20 24 47.3	+40 15 49	 2.87e+00	 1.32e+00	 5.56e+01	 1.52e+02	1	3	1	1	 0	 1
  223249	 3.24933	078.77	-02.37	310.4396	+38.2460	20398+3803 	20 39 51.8	+38 03 59	 4.05e-01	 1.06e+00	 3.64e+01	 3.55e+01	3	1	1	2	 0	 0
  218205	 2.63757	078.77	+03.04	304.7410	+41.4333	20172+4116 	20 17 12.5	+41 16 32	 8.31e-01	 1.08e+00	 1.25e+01	 2.00e+02	3	3	1	1	 0	 0
  220084	 1.36617	078.77	+01.41	306.5218	+40.4998	20242+4020 	20 24 17.3	+40 20 06	 8.11e-01	 2.43e+00	 3.13e+01	 1.11e+02	3	2	3	1	 0	 1
  221876	 1.66821	078.77	-00.54	308.5727	+39.3563	20324+3911 	20 32 26.5	+39 11 01	 7.62e-01	 1.11e+00	 1.21e+01	 1.64e+02	2	3	3	1	 0	 0
  223837	 4.05207	078.77	-03.22	311.2877	+37.7250	20432+3732 	20 43 14.1	+37 32 32	 2.50e-01	 2.50e-01	 7.74e-01	 7.82e+00	1	1	3	2	 0	 0
  222676	 2.46577	078.77	-01.51	309.5755	+38.7714	20364+3835 	20 36 25.7	+38 35 42	 1.06e+00	 7.00e-01	 1.74e+01	 6.38e+01	3	2	1	2	 0	 0
  218678	 2.27209	078.77	+02.63	305.1967	+41.2026	20190+4102 	20 19 01.2	+41 02 35	 4.92e+00	 6.24e+00	 1.97e+02	 4.27e+02	1	3	3	3	 0	 0
  220523	 1.18568	078.77	+00.96	306.9955	+40.2449	20261+4004 	20 26 10.3	+40 04 42	 1.48e+00	 2.87e+00	 6.35e+01	 1.18e+02	2	3	1	3	 0	 0
  222773	 2.57878	078.78	-01.64	309.7101	+38.6964	20369+3831 	20 36 57.8	+38 31 10	 4.84e-01	 5.30e-01	 4.62e+00	 1.34e+02	3	1	2	1	 0	 0
  222317	 2.08209	078.78	-01.07	309.1256	+39.0423	20346+3852 	20 34 38.4	+38 52 03	 7.20e-01	 8.47e-01	 2.08e+01	 1.31e+02	1	3	1	3	 0	 0
  222879	 2.70121	078.78	-01.78	309.8526	+38.6155	20375+3826 	20 37 31.8	+38 26 17	 3.05e-01	 3.61e-01	 4.64e+00	 1.34e+02	2	3	2	1	 0	 0
  217299	 3.35520	078.78	+03.82	303.8799	+41.8784	20137+4143 	20 13 47.1	+41 43 27	 9.46e-01	 1.43e+00	 3.11e+01	 2.29e+02	2	3	1	1	 0	 2
  224511	 5.03187	078.79	-04.23	312.2979	+37.1006	20472+3654 	20 47 15.1	+36 54 51	 2.92e-01	 2.55e-01	 9.16e-01	 1.73e+01	1	1	3	1	 0	 0
  213795	 5.91948	078.79	+06.48	300.8464	+43.3143	20017+4310 	20 01 43.4	+43 10 21	 3.39e-01	 2.58e-01	 1.04e+01	 5.18e+01	1	3	1	1	 0	 1
  221862	 1.63297	078.79	-00.51	308.5537	+39.3895	20323+3913 	20 32 22.0	+39 13 01	 7.51e-01	 9.08e-01	 1.21e+01	 9.93e+01	3	2	1	1	 0	 0
  223396	 3.41755	078.79	-02.56	310.6469	+38.1496	20406+3758 	20 40 41.3	+37 58 09	 3.68e-01	 1.30e+00	 2.40e+01	 2.63e+02	3	1	1	1	 0	 0
  220651	 1.14234	078.79	+00.85	307.1312	+40.1960	20267+4001 	20 26 42.7	+40 01 44	 3.33e+00	 2.67e+00	 4.76e+01	 2.26e+02	1	2	3	1	 0	 0
  227077	 9.67120	078.79	-08.94	316.7162	+34.0640	21048+3351 	21 04 49.1	+33 51 44	 2.76e-01	 2.50e-01	 1.82e+00	 2.38e+00	1	1	3	2	 0	 0
  224978	 5.74397	078.79	-04.96	313.0118	+36.6454	20500+3627 	20 50 05.4	+36 27 23	 7.30e-01	 5.72e-01	 1.53e+00	 1.08e+01	1	1	3	1	 0	 0
  220819	 1.12646	078.79	+00.67	307.3265	+40.0898	20274+3955 	20 27 29.3	+39 55 19	 3.31e+00	 4.07e+00	 4.63e+01	 1.64e+02	3	2	3	1	 0	 0
  218138	 2.69851	078.80	+03.12	304.6725	+41.4991	20169+4120 	20 16 56.2	+41 20 30	 1.51e+00	 2.33e+00	 1.65e+01	 7.40e+01	1	3	2	1	 0	 0
  222710	 2.48222	078.80	-01.54	309.6269	+38.7722	20366+3835 	20 36 38.0	+38 35 44	 2.50e-01	 1.13e+00	 1.78e+01	 7.63e+01	1	1	1	3	 0	 0
  220155	 1.31295	078.80	+01.35	306.6008	+40.4940	20246+4019 	20 24 36.2	+40 19 44	 2.84e+00	 2.15e+00	 3.13e+01	 1.40e+02	1	3	1	1	 0	 1
  216556	 3.92484	078.80	+04.43	303.2144	+42.2319	20111+4204 	20 11 08.4	+42 04 49	 2.65e-01	 3.49e-01	 3.10e+00	 5.12e+01	1	1	3	1	 0	 1
  221371	 1.27925	078.80	+00.05	307.9880	+39.7310	20301+3933 	20 30 07.1	+39 33 38	 7.29e+00	 5.51e+00	 4.87e+00	 2.28e+02	3	3	2	1	 2	 0
  218854	 2.14826	078.81	+02.50	305.3578	+41.1591	20196+4059 	20 19 39.7	+40 59 56	 1.72e+00	 9.77e-01	 5.87e+01	 3.41e+02	3	2	1	1	 0	 0
  221496	 1.34549	078.81	-00.08	308.1264	+39.6557	20306+3929 	20 30 40.1	+39 29 05	 1.34e+00	 1.01e+00	 2.58e+01	 7.29e+01	1	2	3	1	 0	 0
  213942	 5.83325	078.81	+06.40	300.9606	+43.2904	20021+4308 	20 02 10.7	+43 08 53	 2.50e-01	 3.12e-01	 5.26e+00	 2.65e+01	1	3	1	1	 0	 0
  218462	 2.46075	078.81	+02.86	304.9666	+41.3664	20181+4112 	20 18 06.4	+41 12 28	 1.88e+00	 1.30e+00	 1.96e+01	 1.75e+02	3	1	1	1	 0	 0
  223116	 2.99420	078.81	-02.11	310.2158	+38.4383	20389+3815 	20 38 58.5	+38 15 34	 1.75e+00	 1.57e+00	 4.46e+00	 1.75e+01	3	3	2	2	 0	 0
  223640	 3.75616	078.81	-02.92	311.0278	+37.9427	20422+3745 	20 42 12.2	+37 45 39	 2.48e-01	 2.50e-01	 3.24e+00	 1.56e+01	2	1	2	3	 0	 0
  217653	 3.10292	078.82	+03.57	304.1923	+41.7669	20150+4136 	20 15 01.7	+41 36 41	 9.08e-01	 2.73e+00	 3.31e+01	 1.87e+02	2	1	3	1	 0	 2
  209508	 8.91156	078.82	+09.51	297.2220	+44.8731	19473+4444 	19 47 18.6	+44 44 48	 5.08e-01	 2.50e-01	 4.68e-01	 4.37e+00	3	1	1	1	 0	 1
  223496	 3.53061	078.82	-02.69	310.7997	+38.0932	20412+3754 	20 41 17.8	+37 54 44	 2.54e-01	 2.50e-01	 1.73e+00	 2.59e+01	1	1	3	1	 0	 0
  222742	 2.48850	078.82	-01.56	309.6682	+38.7810	20367+3836 	20 36 47.9	+38 36 15	 6.25e-01	 6.79e-01	 1.74e+01	 7.63e+01	3	3	1	1	 0	 0
  225475	 6.57938	078.82	-05.82	313.8529	+36.1225	20534+3555 	20 53 26.1	+35 55 50	 2.50e-01	 3.41e-01	 2.82e+00	 1.72e+01	1	1	3	2	 0	 0
  224003	 4.23201	078.82	-03.42	311.5300	+37.6414	20442+3727 	20 44 12.0	+37 27 28	 8.05e-01	 2.50e-01	 1.23e+00	 1.51e+01	3	1	2	1	 0	 0
  219332	 1.81959	078.83	+02.12	305.7902	+40.9608	20213+4047 	20 21 22.9	+40 47 56	 2.46e+00	 2.29e+00	 1.83e+01	 1.57e+02	3	1	1	1	 0	 0
  216310	 4.13397	078.83	+04.66	302.9786	+42.3759	20102+4213 	20 10 12.2	+42 13 31	 4.33e-01	 3.77e-01	 2.96e+01	 2.00e+02	3	1	1	1	 0	 0
  223887	 4.05715	078.83	-03.24	311.3577	+37.7583	20435+3734 	20 43 30.9	+37 34 31	 7.45e+00	 3.15e+00	 1.13e+00	 2.78e+01	3	3	1	1	 0	 0
  222856	 2.60774	078.83	-01.70	309.8136	+38.7051	20373+3831 	20 37 22.6	+38 31 40	 1.21e+00	 1.77e+00	 1.99e+01	 1.44e+02	3	1	2	1	 0	 0
  214285	 5.60293	078.83	+06.17	301.2466	+43.1902	20033+4302 	20 03 19.0	+43 02 48	 8.49e-01	 1.33e-01	 1.07e+01	 1.09e+02	3	2	1	1	 0	 1
  214540	 5.42632	078.83	+05.99	301.4562	+43.0949	20041+4257 	20 04 09.0	+42 57 02	 2.39e-01	 2.40e-01	 3.81e+00	 9.00e+01	2	3	1	1	 0	 0
